quick_mode,seeds,seed_count,init_scenarios,pool_scenarios,test_scenarios,stress_scenarios,rounds,budget_per_round,policies,failure_labels,methods,ablation_methods,stress_methods,sim_steps_per_rollout,dt
False,0;1;2;3;4;5;6;7,8,18,54,18,10,5,36,6,8,15,8,7,54,0.02500
