method,seed,round,split,selected_examples,failure_coverage,robust_success,failure_macro_f1,rare_failure_recall,tail_risk,calibration_error,safety_violation_rate
task_label_stratification,0,2,actuator_limit_failures,1044,0.87500,1.00000,0.00000,0.00000,0.00000,0.10360,0.00000
task_label_stratification,0,2,combined_tail_stress,1044,0.87500,0.55556,0.36634,0.63326,0.44444,0.10979,0.27778
task_label_stratification,0,2,compound_sensor_actuator_shift,1044,0.87500,0.72222,0.29266,0.63786,0.27778,0.13454,0.16667
task_label_stratification,0,2,fixture_geometry_shift,1044,0.87500,0.00000,0.35113,0.55910,1.00000,0.03071,0.27778
task_label_stratification,0,2,rare_mechanism_combo,1044,0.87500,0.22222,0.35505,0.39048,0.77778,0.12384,0.00000
task_label_stratification,0,2,out_of_distribution_tail,1044,0.87500,0.27778,0.35440,0.43636,0.72222,0.13569,0.00000
task_label_stratification,0,3,nominal_task_balance,1080,0.87500,1.00000,0.00000,0.00000,0.00000,0.01781,0.00000
task_label_stratification,0,3,rare_slip_failures,1080,0.87500,1.00000,0.18032,0.08000,0.00000,0.07431,0.00000
task_label_stratification,0,3,jammed_fixture_failures,1080,0.87500,0.00000,0.39003,0.44174,1.00000,0.13750,0.88889
task_label_stratification,0,3,actuator_limit_failures,1080,0.87500,1.00000,0.00000,0.00000,0.00000,0.10984,0.00000
task_label_stratification,0,3,combined_tail_stress,1080,0.87500,0.55556,0.36649,0.63326,0.44444,0.12039,0.27778
task_label_stratification,0,3,compound_sensor_actuator_shift,1080,0.87500,0.72222,0.28867,0.61214,0.27778,0.14578,0.16667
task_label_stratification,0,3,fixture_geometry_shift,1080,0.87500,0.00000,0.34930,0.55910,1.00000,0.03054,0.27778
task_label_stratification,0,3,rare_mechanism_combo,1080,0.87500,0.22222,0.35594,0.39048,0.77778,0.10192,0.00000
task_label_stratification,0,3,out_of_distribution_tail,1080,0.87500,0.27778,0.35489,0.45455,0.72222,0.12940,0.00000
task_label_stratification,0,4,nominal_task_balance,1116,0.87500,1.00000,0.00000,0.00000,0.00000,0.02140,0.00000
task_label_stratification,0,4,rare_slip_failures,1116,0.87500,1.00000,0.15588,0.04000,0.00000,0.09865,0.00000
task_label_stratification,0,4,jammed_fixture_failures,1116,0.87500,0.00000,0.39725,0.47275,1.00000,0.13624,0.88889
task_label_stratification,0,4,actuator_limit_failures,1116,0.87500,1.00000,0.00000,0.00000,0.00000,0.10774,0.00000
task_label_stratification,0,4,combined_tail_stress,1116,0.87500,0.55556,0.36567,0.63326,0.44444,0.11527,0.27778
task_label_stratification,0,4,compound_sensor_actuator_shift,1116,0.87500,0.72222,0.28719,0.63214,0.27778,0.13620,0.16667
task_label_stratification,0,4,fixture_geometry_shift,1116,0.87500,0.00000,0.35160,0.56410,1.00000,0.03049,0.27778
task_label_stratification,0,4,rare_mechanism_combo,1116,0.87500,0.22222,0.35594,0.39048,0.77778,0.11253,0.00000
task_label_stratification,0,4,out_of_distribution_tail,1116,0.87500,0.27778,0.35748,0.45455,0.72222,0.14475,0.00000
task_label_stratification,0,5,nominal_task_balance,1152,0.87500,1.00000,0.00000,0.00000,0.00000,0.02014,0.00000
task_label_stratification,0,5,rare_slip_failures,1152,0.87500,1.00000,0.16802,0.04000,0.00000,0.10370,0.00000
task_label_stratification,0,5,jammed_fixture_failures,1152,0.87500,0.00000,0.40238,0.49888,1.00000,0.13401,0.88889
task_label_stratification,0,5,actuator_limit_failures,1152,0.87500,1.00000,0.00000,0.00000,0.00000,0.11479,0.00000
task_label_stratification,0,5,combined_tail_stress,1152,0.87500,0.55556,0.36463,0.63326,0.44444,0.11936,0.27778
task_label_stratification,0,5,compound_sensor_actuator_shift,1152,0.87500,0.72222,0.29062,0.63214,0.27778,0.12697,0.16667
task_label_stratification,0,5,fixture_geometry_shift,1152,0.87500,0.00000,0.35256,0.56923,1.00000,0.03080,0.27778
task_label_stratification,0,5,rare_mechanism_combo,1152,0.87500,0.22222,0.35557,0.39048,0.77778,0.10198,0.00000
task_label_stratification,0,5,out_of_distribution_tail,1152,0.87500,0.27778,0.35255,0.43636,0.72222,0.14567,0.00000
state_diversity_coreset,0,0,nominal_task_balance,972,0.87500,1.00000,0.00000,0.00000,0.00000,0.01828,0.00000
state_diversity_coreset,0,0,rare_slip_failures,972,0.87500,1.00000,0.17338,0.08000,0.00000,0.08917,0.00000
state_diversity_coreset,0,0,jammed_fixture_failures,972,0.87500,0.00000,0.39736,0.45359,1.00000,0.13973,0.88889
state_diversity_coreset,0,0,actuator_limit_failures,972,0.87500,1.00000,0.00000,0.00000,0.00000,0.11157,0.00000
state_diversity_coreset,0,0,combined_tail_stress,972,0.87500,0.55556,0.36933,0.62149,0.44444,0.12673,0.27778
state_diversity_coreset,0,0,compound_sensor_actuator_shift,972,0.87500,0.72222,0.28617,0.59964,0.27778,0.11728,0.16667
state_diversity_coreset,0,0,fixture_geometry_shift,972,0.87500,0.00000,0.35044,0.55410,1.00000,0.03130,0.27778
state_diversity_coreset,0,0,rare_mechanism_combo,972,0.87500,0.22222,0.35436,0.39048,0.77778,0.10968,0.00000
state_diversity_coreset,0,0,out_of_distribution_tail,972,0.87500,0.27778,0.34733,0.43636,0.72222,0.13720,0.00000
state_diversity_coreset,0,1,nominal_task_balance,1008,1.00000,1.00000,0.00000,0.00000,0.00000,0.02106,0.00000
state_diversity_coreset,0,1,rare_slip_failures,1008,1.00000,1.00000,0.16369,0.04000,0.00000,0.08306,0.00000
state_diversity_coreset,0,1,jammed_fixture_failures,1008,1.00000,0.00000,0.39736,0.45359,1.00000,0.13902,0.88889
state_diversity_coreset,0,1,actuator_limit_failures,1008,1.00000,1.00000,0.00000,0.00000,0.00000,0.11316,0.00000
state_diversity_coreset,0,1,combined_tail_stress,1008,1.00000,0.55556,0.36197,0.63326,0.44444,0.13550,0.27778
state_diversity_coreset,0,1,compound_sensor_actuator_shift,1008,1.00000,0.72222,0.28354,0.61857,0.27778,0.10147,0.16667
state_diversity_coreset,0,1,fixture_geometry_shift,1008,1.00000,0.00000,0.35217,0.55910,1.00000,0.03119,0.27778
state_diversity_coreset,0,1,rare_mechanism_combo,1008,1.00000,0.22222,0.35149,0.39048,0.77778,0.09742,0.00000
state_diversity_coreset,0,1,out_of_distribution_tail,1008,1.00000,0.27778,0.33922,0.43636,0.72222,0.13602,0.00000
state_diversity_coreset,0,2,nominal_task_balance,1044,1.00000,1.00000,0.00000,0.00000,0.00000,0.02570,0.00000
state_diversity_coreset,0,2,rare_slip_failures,1044,1.00000,1.00000,0.16817,0.04000,0.00000,0.08096,0.00000
state_diversity_coreset,0,2,jammed_fixture_failures,1044,1.00000,0.00000,0.40030,0.49644,1.00000,0.14245,0.88889
state_diversity_coreset,0,2,actuator_limit_failures,1044,1.00000,1.00000,0.00000,0.00000,0.00000,0.11711,0.00000
state_diversity_coreset,0,2,combined_tail_stress,1044,1.00000,0.55556,0.36326,0.64502,0.44444,0.12261,0.27778
state_diversity_coreset,0,2,compound_sensor_actuator_shift,1044,1.00000,0.72222,0.28695,0.68179,0.27778,0.11952,0.16667
state_diversity_coreset,0,2,fixture_geometry_shift,1044,1.00000,0.00000,0.34974,0.55385,1.00000,0.03848,0.27778
state_diversity_coreset,0,2,rare_mechanism_combo,1044,1.00000,0.22222,0.35458,0.39048,0.77778,0.10049,0.00000
state_diversity_coreset,0,2,out_of_distribution_tail,1044,1.00000,0.27778,0.33825,0.43636,0.72222,0.14464,0.00000
state_diversity_coreset,0,3,nominal_task_balance,1080,1.00000,1.00000,0.00000,0.00000,0.00000,0.02151,0.00000
state_diversity_coreset,0,3,rare_slip_failures,1080,1.00000,1.00000,0.17196,0.04000,0.00000,0.10368,0.00000
state_diversity_coreset,0,3,jammed_fixture_failures,1080,1.00000,0.00000,0.39869,0.51599,1.00000,0.14281,0.88889
state_diversity_coreset,0,3,actuator_limit_failures,1080,1.00000,1.00000,0.00000,0.00000,0.00000,0.12589,0.00000
state_diversity_coreset,0,3,combined_tail_stress,1080,1.00000,0.55556,0.36142,0.64502,0.44444,0.12046,0.27778
state_diversity_coreset,0,3,compound_sensor_actuator_shift,1080,1.00000,0.72222,0.28285,0.62750,0.27778,0.10369,0.16667
state_diversity_coreset,0,3,fixture_geometry_shift,1080,1.00000,0.00000,0.35017,0.55897,1.00000,0.04100,0.27778
state_diversity_coreset,0,3,rare_mechanism_combo,1080,1.00000,0.22222,0.35412,0.36190,0.77778,0.12324,0.00000
state_diversity_coreset,0,3,out_of_distribution_tail,1080,1.00000,0.27778,0.34250,0.45455,0.72222,0.16403,0.00000
state_diversity_coreset,0,4,nominal_task_balance,1116,1.00000,1.00000,0.00000,0.00000,0.00000,0.02289,0.00000
state_diversity_coreset,0,4,rare_slip_failures,1116,1.00000,1.00000,0.16999,0.04000,0.00000,0.09772,0.00000
state_diversity_coreset,0,4,jammed_fixture_failures,1116,1.00000,0.00000,0.39719,0.51073,1.00000,0.14325,0.88889
state_diversity_coreset,0,4,actuator_limit_failures,1116,1.00000,1.00000,0.00000,0.00000,0.00000,0.12466,0.00000
state_diversity_coreset,0,4,combined_tail_stress,1116,1.00000,0.55556,0.35537,0.65455,0.44444,0.11397,0.27778
state_diversity_coreset,0,4,compound_sensor_actuator_shift,1116,1.00000,0.72222,0.29304,0.66929,0.27778,0.13500,0.16667
state_diversity_coreset,0,4,fixture_geometry_shift,1116,1.00000,0.00000,0.34945,0.55897,1.00000,0.04219,0.27778
state_diversity_coreset,0,4,rare_mechanism_combo,1116,1.00000,0.22222,0.35358,0.37143,0.77778,0.14323,0.00000
state_diversity_coreset,0,4,out_of_distribution_tail,1116,1.00000,0.27778,0.34393,0.45455,0.72222,0.16475,0.00000
state_diversity_coreset,0,5,nominal_task_balance,1152,1.00000,1.00000,0.00000,0.00000,0.00000,0.02530,0.00000
state_diversity_coreset,0,5,rare_slip_failures,1152,1.00000,1.00000,0.17390,0.04000,0.00000,0.10063,0.00000
state_diversity_coreset,0,5,jammed_fixture_failures,1152,1.00000,0.00000,0.39497,0.50829,1.00000,0.15285,0.88889
state_diversity_coreset,0,5,actuator_limit_failures,1152,1.00000,1.00000,0.00000,0.00000,0.00000,0.12732,0.00000
state_diversity_coreset,0,5,combined_tail_stress,1152,1.00000,0.55556,0.35547,0.65455,0.44444,0.10510,0.27778
state_diversity_coreset,0,5,compound_sensor_actuator_shift,1152,1.00000,0.72222,0.29696,0.69500,0.27778,0.11867,0.16667
state_diversity_coreset,0,5,fixture_geometry_shift,1152,1.00000,0.00000,0.34957,0.55897,1.00000,0.05590,0.27778
state_diversity_coreset,0,5,rare_mechanism_combo,1152,1.00000,0.22222,0.35866,0.38095,0.77778,0.16421,0.00000
state_diversity_coreset,0,5,out_of_distribution_tail,1152,1.00000,0.27778,0.34206,0.43636,0.72222,0.16962,0.00000
uncertainty_sampling,0,0,nominal_task_balance,972,0.87500,1.00000,0.00000,0.00000,0.00000,0.01828,0.00000
uncertainty_sampling,0,0,rare_slip_failures,972,0.87500,1.00000,0.17338,0.08000,0.00000,0.08917,0.00000
uncertainty_sampling,0,0,jammed_fixture_failures,972,0.87500,0.00000,0.39736,0.45359,1.00000,0.13973,0.88889
uncertainty_sampling,0,0,actuator_limit_failures,972,0.87500,1.00000,0.00000,0.00000,0.00000,0.11157,0.00000
uncertainty_sampling,0,0,combined_tail_stress,972,0.87500,0.55556,0.36933,0.62149,0.44444,0.12673,0.27778
uncertainty_sampling,0,0,compound_sensor_actuator_shift,972,0.87500,0.72222,0.28617,0.59964,0.27778,0.11728,0.16667
uncertainty_sampling,0,0,fixture_geometry_shift,972,0.87500,0.00000,0.35044,0.55410,1.00000,0.03130,0.27778
uncertainty_sampling,0,0,rare_mechanism_combo,972,0.87500,0.22222,0.35436,0.39048,0.77778,0.10968,0.00000
uncertainty_sampling,0,0,out_of_distribution_tail,972,0.87500,0.27778,0.34733,0.43636,0.72222,0.13720,0.00000
uncertainty_sampling,0,1,nominal_task_balance,1008,0.87500,1.00000,0.00000,0.00000,0.00000,0.01864,0.00000
uncertainty_sampling,0,1,rare_slip_failures,1008,0.87500,1.00000,0.17227,0.08000,0.00000,0.07254,0.00000
uncertainty_sampling,0,1,jammed_fixture_failures,1008,0.87500,0.00000,0.39896,0.45602,1.00000,0.13942,0.88889
uncertainty_sampling,0,1,actuator_limit_failures,1008,0.87500,1.00000,0.00000,0.00000,0.00000,0.10991,0.00000
uncertainty_sampling,0,1,combined_tail_stress,1008,0.87500,0.55556,0.36317,0.59796,0.44444,0.11788,0.27778
uncertainty_sampling,0,1,compound_sensor_actuator_shift,1008,0.87500,0.72222,0.28337,0.56714,0.27778,0.15126,0.16667
uncertainty_sampling,0,1,fixture_geometry_shift,1008,0.87500,0.00000,0.34996,0.55410,1.00000,0.03188,0.27778
uncertainty_sampling,0,1,rare_mechanism_combo,1008,0.87500,0.22222,0.35583,0.39048,0.77778,0.09651,0.00000
uncertainty_sampling,0,1,out_of_distribution_tail,1008,0.87500,0.27778,0.34915,0.43636,0.72222,0.13914,0.00000
uncertainty_sampling,0,2,nominal_task_balance,1044,0.87500,1.00000,0.00000,0.00000,0.00000,0.01733,0.00000
uncertainty_sampling,0,2,rare_slip_failures,1044,0.87500,1.00000,0.16320,0.04000,0.00000,0.09836,0.00000
uncertainty_sampling,0,2,jammed_fixture_failures,1044,0.87500,0.00000,0.39733,0.47557,1.00000,0.14931,0.88889
uncertainty_sampling,0,2,actuator_limit_failures,1044,0.87500,1.00000,0.00000,0.00000,0.00000,0.10105,0.00000
uncertainty_sampling,0,2,combined_tail_stress,1044,0.87500,0.55556,0.36655,0.63326,0.44444,0.12604,0.27778
uncertainty_sampling,0,2,compound_sensor_actuator_shift,1044,0.87500,0.72222,0.27627,0.56714,0.27778,0.15288,0.16667
uncertainty_sampling,0,2,fixture_geometry_shift,1044,0.87500,0.00000,0.35158,0.55910,1.00000,0.03320,0.27778
uncertainty_sampling,0,2,rare_mechanism_combo,1044,0.87500,0.22222,0.35492,0.39048,0.77778,0.09036,0.00000
uncertainty_sampling,0,2,out_of_distribution_tail,1044,0.87500,0.27778,0.34855,0.41818,0.72222,0.12501,0.00000
uncertainty_sampling,0,3,nominal_task_balance,1080,0.87500,1.00000,0.00000,0.00000,0.00000,0.01797,0.00000
uncertainty_sampling,0,3,rare_slip_failures,1080,0.87500,1.00000,0.15410,0.04000,0.00000,0.07286,0.00000
uncertainty_sampling,0,3,jammed_fixture_failures,1080,0.87500,0.00000,0.40312,0.50171,1.00000,0.14627,0.88889
uncertainty_sampling,0,3,actuator_limit_failures,1080,0.87500,1.00000,0.00000,0.00000,0.00000,0.10198,0.00000
uncertainty_sampling,0,3,combined_tail_stress,1080,0.87500,0.55556,0.36653,0.64278,0.44444,0.12779,0.27778
uncertainty_sampling,0,3,compound_sensor_actuator_shift,1080,0.87500,0.72222,0.27655,0.57393,0.27778,0.16273,0.16667
uncertainty_sampling,0,3,fixture_geometry_shift,1080,0.87500,0.00000,0.35331,0.56410,1.00000,0.03185,0.27778
uncertainty_sampling,0,3,rare_mechanism_combo,1080,0.87500,0.22222,0.35675,0.39048,0.77778,0.08589,0.00000
uncertainty_sampling,0,3,out_of_distribution_tail,1080,0.87500,0.27778,0.34340,0.41818,0.72222,0.12395,0.00000
uncertainty_sampling,0,4,nominal_task_balance,1116,0.87500,1.00000,0.00000,0.00000,0.00000,0.01715,0.00000
uncertainty_sampling,0,4,rare_slip_failures,1116,0.87500,1.00000,0.14966,0.04000,0.00000,0.10222,0.00000
uncertainty_sampling,0,4,jammed_fixture_failures,1116,0.87500,0.00000,0.40405,0.50171,1.00000,0.15561,0.88889
uncertainty_sampling,0,4,actuator_limit_failures,1116,0.87500,1.00000,0.00000,0.00000,0.00000,0.10578,0.00000
uncertainty_sampling,0,4,combined_tail_stress,1116,0.87500,0.55556,0.36053,0.63326,0.44444,0.10665,0.27778
uncertainty_sampling,0,4,compound_sensor_actuator_shift,1116,0.87500,0.72222,0.27135,0.53643,0.27778,0.12163,0.16667
uncertainty_sampling,0,4,fixture_geometry_shift,1116,0.87500,0.00000,0.35320,0.56410,1.00000,0.03223,0.27778
uncertainty_sampling,0,4,rare_mechanism_combo,1116,0.87500,0.22222,0.35524,0.39048,0.77778,0.10198,0.00000
uncertainty_sampling,0,4,out_of_distribution_tail,1116,0.87500,0.27778,0.32673,0.40000,0.72222,0.12299,0.00000
uncertainty_sampling,0,5,nominal_task_balance,1152,0.87500,1.00000,0.00000,0.00000,0.00000,0.01673,0.00000
uncertainty_sampling,0,5,rare_slip_failures,1152,0.87500,1.00000,0.16319,0.08000,0.00000,0.09425,0.00000
uncertainty_sampling,0,5,jammed_fixture_failures,1152,0.87500,0.00000,0.40462,0.48742,1.00000,0.16133,0.88889
uncertainty_sampling,0,5,actuator_limit_failures,1152,0.87500,1.00000,0.00000,0.00000,0.00000,0.09800,0.00000
uncertainty_sampling,0,5,combined_tail_stress,1152,0.87500,0.55556,0.36472,0.64278,0.44444,0.09096,0.27778
uncertainty_sampling,0,5,compound_sensor_actuator_shift,1152,0.87500,0.72222,0.26828,0.51071,0.27778,0.13073,0.16667
uncertainty_sampling,0,5,fixture_geometry_shift,1152,0.87500,0.00000,0.35377,0.57436,1.00000,0.03348,0.27778
uncertainty_sampling,0,5,rare_mechanism_combo,1152,0.87500,0.22222,0.35175,0.39048,0.77778,0.09670,0.00000
uncertainty_sampling,0,5,out_of_distribution_tail,1152,0.87500,0.27778,0.32673,0.40000,0.72222,0.13470,0.00000
failure_prediction_active_learning,0,0,nominal_task_balance,972,0.87500,1.00000,0.00000,0.00000,0.00000,0.01828,0.00000
failure_prediction_active_learning,0,0,rare_slip_failures,972,0.87500,1.00000,0.17338,0.08000,0.00000,0.08917,0.00000
failure_prediction_active_learning,0,0,jammed_fixture_failures,972,0.87500,0.00000,0.39736,0.45359,1.00000,0.13973,0.88889
failure_prediction_active_learning,0,0,actuator_limit_failures,972,0.87500,1.00000,0.00000,0.00000,0.00000,0.11157,0.00000
failure_prediction_active_learning,0,0,combined_tail_stress,972,0.87500,0.55556,0.36933,0.62149,0.44444,0.12673,0.27778
failure_prediction_active_learning,0,0,compound_sensor_actuator_shift,972,0.87500,0.72222,0.28617,0.59964,0.27778,0.11728,0.16667
failure_prediction_active_learning,0,0,fixture_geometry_shift,972,0.87500,0.00000,0.35044,0.55410,1.00000,0.03130,0.27778
failure_prediction_active_learning,0,0,rare_mechanism_combo,972,0.87500,0.22222,0.35436,0.39048,0.77778,0.10968,0.00000
failure_prediction_active_learning,0,0,out_of_distribution_tail,972,0.87500,0.27778,0.34733,0.43636,0.72222,0.13720,0.00000
failure_prediction_active_learning,0,1,nominal_task_balance,1008,0.87500,1.00000,0.00000,0.00000,0.00000,0.02045,0.00000
failure_prediction_active_learning,0,1,rare_slip_failures,1008,0.87500,1.00000,0.17923,0.08000,0.00000,0.08031,0.00000
