method,seed,split,risk_budget,success_at_budget,safety_at_budget,tail_at_budget,coverage_at_budget,mean_selected_risk
failure_prediction_active_learning,0,rare_slip_failures,0.05,0.44444,0.00000,0.00000,0.44444,0.09512
failure_prediction_active_learning,0,rare_slip_failures,0.10,0.77778,0.00000,0.00000,0.77778,0.09512
failure_prediction_active_learning,0,rare_slip_failures,0.15,0.83333,0.00000,0.00000,0.83333,0.09512
failure_prediction_active_learning,0,rare_slip_failures,0.20,0.88889,0.00000,0.00000,0.88889,0.09512
failure_prediction_active_learning,0,rare_slip_failures,0.30,0.88889,0.00000,0.00000,0.88889,0.09512
failure_stratified_engine,0,actuator_limit_failures,0.05,0.44444,0.00000,0.00000,0.44444,0.05978
failure_stratified_engine,0,actuator_limit_failures,0.10,0.88889,0.00000,0.00000,0.88889,0.05978
failure_stratified_engine,0,actuator_limit_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.05978
failure_stratified_engine,0,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.05978
failure_stratified_engine,0,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.05978
failure_stratified_engine,0,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.73106
failure_stratified_engine,0,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.73106
failure_stratified_engine,0,combined_tail_stress,0.15,0.00000,0.00000,0.00000,0.00000,0.73106
failure_stratified_engine,0,combined_tail_stress,0.20,0.00000,0.00000,0.00000,0.00000,0.73106
failure_stratified_engine,0,combined_tail_stress,0.30,0.00000,0.00000,0.00000,0.00000,0.73106
failure_stratified_engine,0,compound_sensor_actuator_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.40270
failure_stratified_engine,0,compound_sensor_actuator_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.40270
failure_stratified_engine,0,compound_sensor_actuator_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.40270
failure_stratified_engine,0,compound_sensor_actuator_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.40270
failure_stratified_engine,0,compound_sensor_actuator_shift,0.30,0.05556,0.11111,0.11111,0.16667,0.40270
failure_stratified_engine,0,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.94588
failure_stratified_engine,0,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.94588
failure_stratified_engine,0,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.94588
failure_stratified_engine,0,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.94588
failure_stratified_engine,0,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.94588
failure_stratified_engine,0,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.81317
failure_stratified_engine,0,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.81317
failure_stratified_engine,0,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.81317
failure_stratified_engine,0,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.81317
failure_stratified_engine,0,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.81317
failure_stratified_engine,0,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.01216
failure_stratified_engine,0,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.01216
failure_stratified_engine,0,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.01216
failure_stratified_engine,0,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.01216
failure_stratified_engine,0,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.01216
failure_stratified_engine,0,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.70473
failure_stratified_engine,0,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.70473
failure_stratified_engine,0,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.70473
failure_stratified_engine,0,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.70473
failure_stratified_engine,0,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.70473
failure_stratified_engine,0,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.68633
failure_stratified_engine,0,rare_mechanism_combo,0.10,0.00000,0.00000,0.00000,0.00000,0.68633
failure_stratified_engine,0,rare_mechanism_combo,0.15,0.00000,0.00000,0.00000,0.00000,0.68633
failure_stratified_engine,0,rare_mechanism_combo,0.20,0.00000,0.00000,0.00000,0.00000,0.68633
failure_stratified_engine,0,rare_mechanism_combo,0.30,0.00000,0.00000,0.00000,0.00000,0.68633
failure_stratified_engine,0,rare_slip_failures,0.05,0.22222,0.00000,0.00000,0.22222,0.11139
failure_stratified_engine,0,rare_slip_failures,0.10,0.72222,0.00000,0.00000,0.72222,0.11139
failure_stratified_engine,0,rare_slip_failures,0.15,0.83333,0.00000,0.00000,0.83333,0.11139
failure_stratified_engine,0,rare_slip_failures,0.20,0.83333,0.00000,0.00000,0.83333,0.11139
failure_stratified_engine,0,rare_slip_failures,0.30,0.88889,0.00000,0.00000,0.88889,0.11139
failure_stratified_engine_v5,0,actuator_limit_failures,0.05,0.50000,0.00000,0.00000,0.50000,0.05378
failure_stratified_engine_v5,0,actuator_limit_failures,0.10,0.94444,0.00000,0.00000,0.94444,0.05378
failure_stratified_engine_v5,0,actuator_limit_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.05378
failure_stratified_engine_v5,0,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.05378
failure_stratified_engine_v5,0,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.05378
failure_stratified_engine_v5,0,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.59812
failure_stratified_engine_v5,0,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.59812
failure_stratified_engine_v5,0,combined_tail_stress,0.15,0.00000,0.00000,0.00000,0.00000,0.59812
failure_stratified_engine_v5,0,combined_tail_stress,0.20,0.00000,0.00000,0.00000,0.00000,0.59812
failure_stratified_engine_v5,0,combined_tail_stress,0.30,0.05556,0.00000,0.00000,0.05556,0.59812
failure_stratified_engine_v5,0,compound_sensor_actuator_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.21010
failure_stratified_engine_v5,0,compound_sensor_actuator_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.21010
failure_stratified_engine_v5,0,compound_sensor_actuator_shift,0.15,0.05556,0.05556,0.05556,0.11111,0.21010
failure_stratified_engine_v5,0,compound_sensor_actuator_shift,0.20,0.33333,0.11111,0.11111,0.44444,0.21010
failure_stratified_engine_v5,0,compound_sensor_actuator_shift,0.30,0.66667,0.16667,0.22222,0.88889,0.21010
failure_stratified_engine_v5,0,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.94846
failure_stratified_engine_v5,0,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.94846
failure_stratified_engine_v5,0,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.94846
failure_stratified_engine_v5,0,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.94846
failure_stratified_engine_v5,0,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.94846
failure_stratified_engine_v5,0,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.77696
failure_stratified_engine_v5,0,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.77696
failure_stratified_engine_v5,0,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.77696
failure_stratified_engine_v5,0,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.77696
failure_stratified_engine_v5,0,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.77696
failure_stratified_engine_v5,0,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.01222
failure_stratified_engine_v5,0,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.01222
failure_stratified_engine_v5,0,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.01222
failure_stratified_engine_v5,0,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.01222
failure_stratified_engine_v5,0,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.01222
failure_stratified_engine_v5,0,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.75322
failure_stratified_engine_v5,0,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.75322
failure_stratified_engine_v5,0,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.75322
failure_stratified_engine_v5,0,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.75322
failure_stratified_engine_v5,0,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.75322
failure_stratified_engine_v5,0,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.58277
failure_stratified_engine_v5,0,rare_mechanism_combo,0.10,0.00000,0.00000,0.00000,0.00000,0.58277
failure_stratified_engine_v5,0,rare_mechanism_combo,0.15,0.00000,0.00000,0.00000,0.00000,0.58277
failure_stratified_engine_v5,0,rare_mechanism_combo,0.20,0.00000,0.00000,0.00000,0.00000,0.58277
failure_stratified_engine_v5,0,rare_mechanism_combo,0.30,0.00000,0.00000,0.05556,0.05556,0.58277
failure_stratified_engine_v5,0,rare_slip_failures,0.05,0.44444,0.00000,0.00000,0.44444,0.09167
failure_stratified_engine_v5,0,rare_slip_failures,0.10,0.72222,0.00000,0.00000,0.72222,0.09167
failure_stratified_engine_v5,0,rare_slip_failures,0.15,0.83333,0.00000,0.00000,0.83333,0.09167
failure_stratified_engine_v5,0,rare_slip_failures,0.20,0.88889,0.00000,0.00000,0.88889,0.09167
failure_stratified_engine_v5,0,rare_slip_failures,0.30,0.94444,0.00000,0.00000,0.94444,0.09167
gradient_boosted_failure_active,0,actuator_limit_failures,0.05,0.72222,0.00000,0.00000,0.72222,0.04250
gradient_boosted_failure_active,0,actuator_limit_failures,0.10,1.00000,0.00000,0.00000,1.00000,0.04250
gradient_boosted_failure_active,0,actuator_limit_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.04250
gradient_boosted_failure_active,0,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.04250
gradient_boosted_failure_active,0,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.04250
gradient_boosted_failure_active,0,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.57981
gradient_boosted_failure_active,0,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.57981
gradient_boosted_failure_active,0,combined_tail_stress,0.15,0.00000,0.00000,0.00000,0.00000,0.57981
gradient_boosted_failure_active,0,combined_tail_stress,0.20,0.05556,0.00000,0.00000,0.05556,0.57981
gradient_boosted_failure_active,0,combined_tail_stress,0.30,0.05556,0.00000,0.00000,0.05556,0.57981
gradient_boosted_failure_active,0,compound_sensor_actuator_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.24835
gradient_boosted_failure_active,0,compound_sensor_actuator_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.24835
gradient_boosted_failure_active,0,compound_sensor_actuator_shift,0.15,0.05556,0.05556,0.05556,0.11111,0.24835
gradient_boosted_failure_active,0,compound_sensor_actuator_shift,0.20,0.27778,0.11111,0.11111,0.38889,0.24835
gradient_boosted_failure_active,0,compound_sensor_actuator_shift,0.30,0.50000,0.16667,0.22222,0.72222,0.24835
gradient_boosted_failure_active,0,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.95538
gradient_boosted_failure_active,0,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.95538
gradient_boosted_failure_active,0,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.95538
gradient_boosted_failure_active,0,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.95538
gradient_boosted_failure_active,0,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.95538
gradient_boosted_failure_active,0,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.76841
gradient_boosted_failure_active,0,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.76841
gradient_boosted_failure_active,0,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.76841
gradient_boosted_failure_active,0,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.76841
gradient_boosted_failure_active,0,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.76841
gradient_boosted_failure_active,0,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.00875
gradient_boosted_failure_active,0,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.00875
gradient_boosted_failure_active,0,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.00875
gradient_boosted_failure_active,0,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.00875
gradient_boosted_failure_active,0,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.00875
gradient_boosted_failure_active,0,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.77321
gradient_boosted_failure_active,0,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.77321
gradient_boosted_failure_active,0,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.77321
gradient_boosted_failure_active,0,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.77321
gradient_boosted_failure_active,0,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.77321
gradient_boosted_failure_active,0,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.66157
