method,seed,split,risk_budget,success_at_budget,safety_at_budget,tail_at_budget,coverage_at_budget,mean_selected_risk
calibrated_failure_risk,1,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.05041
calibrated_failure_risk,1,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.05041
calibrated_failure_risk,1,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.36451
calibrated_failure_risk,1,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.36451
calibrated_failure_risk,1,combined_tail_stress,0.15,0.05556,0.00000,0.00000,0.05556,0.36451
calibrated_failure_risk,1,combined_tail_stress,0.20,0.05556,0.00000,0.00000,0.05556,0.36451
calibrated_failure_risk,1,combined_tail_stress,0.30,0.38889,0.00000,0.00000,0.38889,0.36451
calibrated_failure_risk,1,compound_sensor_actuator_shift,0.05,0.05556,0.00000,0.00000,0.05556,0.12796
calibrated_failure_risk,1,compound_sensor_actuator_shift,0.10,0.27778,0.11111,0.11111,0.38889,0.12796
calibrated_failure_risk,1,compound_sensor_actuator_shift,0.15,0.44444,0.16667,0.16667,0.61111,0.12796
calibrated_failure_risk,1,compound_sensor_actuator_shift,0.20,0.72222,0.16667,0.16667,0.88889,0.12796
calibrated_failure_risk,1,compound_sensor_actuator_shift,0.30,0.72222,0.22222,0.22222,0.94444,0.12796
calibrated_failure_risk,1,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.86010
calibrated_failure_risk,1,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.86010
calibrated_failure_risk,1,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.86010
calibrated_failure_risk,1,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.86010
calibrated_failure_risk,1,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.86010
calibrated_failure_risk,1,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.71487
calibrated_failure_risk,1,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.71487
calibrated_failure_risk,1,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.71487
calibrated_failure_risk,1,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.71487
calibrated_failure_risk,1,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.71487
calibrated_failure_risk,1,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.01132
calibrated_failure_risk,1,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.01132
calibrated_failure_risk,1,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.01132
calibrated_failure_risk,1,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.01132
calibrated_failure_risk,1,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.01132
calibrated_failure_risk,1,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.68478
calibrated_failure_risk,1,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.68478
calibrated_failure_risk,1,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.68478
calibrated_failure_risk,1,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.68478
calibrated_failure_risk,1,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.68478
calibrated_failure_risk,1,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.48511
calibrated_failure_risk,1,rare_mechanism_combo,0.10,0.00000,0.00000,0.00000,0.00000,0.48511
calibrated_failure_risk,1,rare_mechanism_combo,0.15,0.05556,0.00000,0.00000,0.05556,0.48511
calibrated_failure_risk,1,rare_mechanism_combo,0.20,0.05556,0.00000,0.00000,0.05556,0.48511
calibrated_failure_risk,1,rare_mechanism_combo,0.30,0.05556,0.00000,0.05556,0.11111,0.48511
calibrated_failure_risk,1,rare_slip_failures,0.05,0.77778,0.00000,0.00000,0.77778,0.03439
calibrated_failure_risk,1,rare_slip_failures,0.10,1.00000,0.00000,0.00000,1.00000,0.03439
calibrated_failure_risk,1,rare_slip_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.03439
calibrated_failure_risk,1,rare_slip_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.03439
calibrated_failure_risk,1,rare_slip_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.03439
failure_prediction_active_learning,1,actuator_limit_failures,0.05,0.61111,0.00000,0.00000,0.61111,0.05078
failure_prediction_active_learning,1,actuator_limit_failures,0.10,0.94444,0.00000,0.00000,0.94444,0.05078
failure_prediction_active_learning,1,actuator_limit_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.05078
failure_prediction_active_learning,1,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.05078
failure_prediction_active_learning,1,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.05078
failure_prediction_active_learning,1,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.36383
failure_prediction_active_learning,1,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.36383
failure_prediction_active_learning,1,combined_tail_stress,0.15,0.05556,0.00000,0.00000,0.05556,0.36383
failure_prediction_active_learning,1,combined_tail_stress,0.20,0.05556,0.00000,0.00000,0.05556,0.36383
failure_prediction_active_learning,1,combined_tail_stress,0.30,0.38889,0.00000,0.00000,0.38889,0.36383
failure_prediction_active_learning,1,compound_sensor_actuator_shift,0.05,0.05556,0.00000,0.00000,0.05556,0.12812
failure_prediction_active_learning,1,compound_sensor_actuator_shift,0.10,0.27778,0.11111,0.11111,0.38889,0.12812
failure_prediction_active_learning,1,compound_sensor_actuator_shift,0.15,0.44444,0.16667,0.16667,0.61111,0.12812
failure_prediction_active_learning,1,compound_sensor_actuator_shift,0.20,0.72222,0.16667,0.16667,0.88889,0.12812
failure_prediction_active_learning,1,compound_sensor_actuator_shift,0.30,0.72222,0.22222,0.22222,0.94444,0.12812
failure_prediction_active_learning,1,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.86241
failure_prediction_active_learning,1,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.86241
failure_prediction_active_learning,1,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.86241
failure_prediction_active_learning,1,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.86241
failure_prediction_active_learning,1,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.86241
failure_prediction_active_learning,1,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.71810
failure_prediction_active_learning,1,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.71810
failure_prediction_active_learning,1,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.71810
failure_prediction_active_learning,1,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.71810
failure_prediction_active_learning,1,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.71810
failure_prediction_active_learning,1,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.01130
failure_prediction_active_learning,1,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.01130
failure_prediction_active_learning,1,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.01130
failure_prediction_active_learning,1,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.01130
failure_prediction_active_learning,1,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.01130
failure_prediction_active_learning,1,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.68055
failure_prediction_active_learning,1,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.68055
failure_prediction_active_learning,1,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.68055
failure_prediction_active_learning,1,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.68055
failure_prediction_active_learning,1,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.68055
failure_prediction_active_learning,1,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.48260
failure_prediction_active_learning,1,rare_mechanism_combo,0.10,0.00000,0.00000,0.00000,0.00000,0.48260
failure_prediction_active_learning,1,rare_mechanism_combo,0.15,0.05556,0.00000,0.00000,0.05556,0.48260
failure_prediction_active_learning,1,rare_mechanism_combo,0.20,0.05556,0.00000,0.00000,0.05556,0.48260
failure_prediction_active_learning,1,rare_mechanism_combo,0.30,0.05556,0.00000,0.05556,0.11111,0.48260
failure_prediction_active_learning,1,rare_slip_failures,0.05,0.77778,0.00000,0.00000,0.77778,0.03433
failure_prediction_active_learning,1,rare_slip_failures,0.10,1.00000,0.00000,0.00000,1.00000,0.03433
failure_prediction_active_learning,1,rare_slip_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.03433
failure_prediction_active_learning,1,rare_slip_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.03433
failure_prediction_active_learning,1,rare_slip_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.03433
failure_stratified_engine,1,actuator_limit_failures,0.05,0.61111,0.00000,0.00000,0.61111,0.05590
failure_stratified_engine,1,actuator_limit_failures,0.10,0.94444,0.00000,0.00000,0.94444,0.05590
failure_stratified_engine,1,actuator_limit_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.05590
failure_stratified_engine,1,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.05590
failure_stratified_engine,1,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.05590
failure_stratified_engine,1,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.55791
failure_stratified_engine,1,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.55791
failure_stratified_engine,1,combined_tail_stress,0.15,0.00000,0.00000,0.00000,0.00000,0.55791
failure_stratified_engine,1,combined_tail_stress,0.20,0.00000,0.00000,0.00000,0.00000,0.55791
failure_stratified_engine,1,combined_tail_stress,0.30,0.05556,0.00000,0.00000,0.05556,0.55791
failure_stratified_engine,1,compound_sensor_actuator_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.18870
failure_stratified_engine,1,compound_sensor_actuator_shift,0.10,0.22222,0.05556,0.05556,0.27778,0.18870
failure_stratified_engine,1,compound_sensor_actuator_shift,0.15,0.27778,0.11111,0.11111,0.38889,0.18870
failure_stratified_engine,1,compound_sensor_actuator_shift,0.20,0.44444,0.11111,0.11111,0.55556,0.18870
failure_stratified_engine,1,compound_sensor_actuator_shift,0.30,0.66667,0.16667,0.16667,0.83333,0.18870
failure_stratified_engine,1,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.90451
failure_stratified_engine,1,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.90451
failure_stratified_engine,1,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.90451
failure_stratified_engine,1,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.90451
failure_stratified_engine,1,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.90451
failure_stratified_engine,1,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.78837
failure_stratified_engine,1,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.78837
failure_stratified_engine,1,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.78837
failure_stratified_engine,1,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.78837
failure_stratified_engine,1,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.78837
failure_stratified_engine,1,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.01114
failure_stratified_engine,1,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.01114
failure_stratified_engine,1,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.01114
failure_stratified_engine,1,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.01114
failure_stratified_engine,1,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.01114
failure_stratified_engine,1,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.78274
failure_stratified_engine,1,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.78274
failure_stratified_engine,1,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.78274
failure_stratified_engine,1,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.78274
failure_stratified_engine,1,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.78274
failure_stratified_engine,1,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.62343
failure_stratified_engine,1,rare_mechanism_combo,0.10,0.00000,0.00000,0.00000,0.00000,0.62343
failure_stratified_engine,1,rare_mechanism_combo,0.15,0.00000,0.00000,0.00000,0.00000,0.62343
failure_stratified_engine,1,rare_mechanism_combo,0.20,0.00000,0.00000,0.00000,0.00000,0.62343
failure_stratified_engine,1,rare_mechanism_combo,0.30,0.05556,0.00000,0.00000,0.05556,0.62343
failure_stratified_engine,1,rare_slip_failures,0.05,0.50000,0.00000,0.00000,0.50000,0.04891
failure_stratified_engine,1,rare_slip_failures,0.10,1.00000,0.00000,0.00000,1.00000,0.04891
failure_stratified_engine,1,rare_slip_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.04891
failure_stratified_engine,1,rare_slip_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.04891
failure_stratified_engine,1,rare_slip_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.04891
failure_stratified_engine_v5,1,actuator_limit_failures,0.05,0.50000,0.00000,0.00000,0.50000,0.06071
failure_stratified_engine_v5,1,actuator_limit_failures,0.10,0.94444,0.00000,0.00000,0.94444,0.06071
failure_stratified_engine_v5,1,actuator_limit_failures,0.15,0.94444,0.00000,0.00000,0.94444,0.06071
failure_stratified_engine_v5,1,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.06071
failure_stratified_engine_v5,1,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.06071
failure_stratified_engine_v5,1,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.46530
failure_stratified_engine_v5,1,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.46530
failure_stratified_engine_v5,1,combined_tail_stress,0.15,0.00000,0.00000,0.00000,0.00000,0.46530
failure_stratified_engine_v5,1,combined_tail_stress,0.20,0.05556,0.00000,0.00000,0.05556,0.46530
failure_stratified_engine_v5,1,combined_tail_stress,0.30,0.05556,0.00000,0.00000,0.05556,0.46530
failure_stratified_engine_v5,1,compound_sensor_actuator_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.14561
failure_stratified_engine_v5,1,compound_sensor_actuator_shift,0.10,0.22222,0.11111,0.11111,0.33333,0.14561
failure_stratified_engine_v5,1,compound_sensor_actuator_shift,0.15,0.50000,0.11111,0.11111,0.61111,0.14561
failure_stratified_engine_v5,1,compound_sensor_actuator_shift,0.20,0.66667,0.16667,0.16667,0.83333,0.14561
failure_stratified_engine_v5,1,compound_sensor_actuator_shift,0.30,0.72222,0.22222,0.22222,0.94444,0.14561
failure_stratified_engine_v5,1,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.89725
failure_stratified_engine_v5,1,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.89725
failure_stratified_engine_v5,1,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.89725
failure_stratified_engine_v5,1,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.89725
failure_stratified_engine_v5,1,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.89725
failure_stratified_engine_v5,1,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.77182
failure_stratified_engine_v5,1,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.77182
failure_stratified_engine_v5,1,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.77182
failure_stratified_engine_v5,1,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.77182
failure_stratified_engine_v5,1,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.77182
failure_stratified_engine_v5,1,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.01393
failure_stratified_engine_v5,1,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.01393
failure_stratified_engine_v5,1,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.01393
failure_stratified_engine_v5,1,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.01393
failure_stratified_engine_v5,1,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.01393
failure_stratified_engine_v5,1,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.76392
failure_stratified_engine_v5,1,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.76392
failure_stratified_engine_v5,1,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.76392
failure_stratified_engine_v5,1,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.76392
failure_stratified_engine_v5,1,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.76392
failure_stratified_engine_v5,1,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.53981
failure_stratified_engine_v5,1,rare_mechanism_combo,0.10,0.00000,0.00000,0.00000,0.00000,0.53981
failure_stratified_engine_v5,1,rare_mechanism_combo,0.15,0.00000,0.00000,0.00000,0.00000,0.53981
failure_stratified_engine_v5,1,rare_mechanism_combo,0.20,0.05556,0.00000,0.00000,0.05556,0.53981
failure_stratified_engine_v5,1,rare_mechanism_combo,0.30,0.05556,0.00000,0.00000,0.05556,0.53981
failure_stratified_engine_v5,1,rare_slip_failures,0.05,0.72222,0.00000,0.00000,0.72222,0.04263
failure_stratified_engine_v5,1,rare_slip_failures,0.10,1.00000,0.00000,0.00000,1.00000,0.04263
failure_stratified_engine_v5,1,rare_slip_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.04263
failure_stratified_engine_v5,1,rare_slip_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.04263
failure_stratified_engine_v5,1,rare_slip_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.04263
gradient_boosted_failure_active,1,actuator_limit_failures,0.05,0.61111,0.00000,0.00000,0.61111,0.05236
gradient_boosted_failure_active,1,actuator_limit_failures,0.10,0.94444,0.00000,0.00000,0.94444,0.05236
gradient_boosted_failure_active,1,actuator_limit_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.05236
gradient_boosted_failure_active,1,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.05236
gradient_boosted_failure_active,1,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.05236
gradient_boosted_failure_active,1,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.40536
gradient_boosted_failure_active,1,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.40536
gradient_boosted_failure_active,1,combined_tail_stress,0.15,0.05556,0.00000,0.00000,0.05556,0.40536
gradient_boosted_failure_active,1,combined_tail_stress,0.20,0.05556,0.00000,0.00000,0.05556,0.40536
gradient_boosted_failure_active,1,combined_tail_stress,0.30,0.33333,0.00000,0.00000,0.33333,0.40536
gradient_boosted_failure_active,1,compound_sensor_actuator_shift,0.05,0.05556,0.00000,0.00000,0.05556,0.14440
gradient_boosted_failure_active,1,compound_sensor_actuator_shift,0.10,0.27778,0.11111,0.11111,0.38889,0.14440
gradient_boosted_failure_active,1,compound_sensor_actuator_shift,0.15,0.44444,0.16667,0.16667,0.61111,0.14440
gradient_boosted_failure_active,1,compound_sensor_actuator_shift,0.20,0.61111,0.16667,0.16667,0.77778,0.14440
gradient_boosted_failure_active,1,compound_sensor_actuator_shift,0.30,0.72222,0.22222,0.22222,0.94444,0.14440
gradient_boosted_failure_active,1,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.89603
gradient_boosted_failure_active,1,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.89603
gradient_boosted_failure_active,1,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.89603
gradient_boosted_failure_active,1,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.89603
gradient_boosted_failure_active,1,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.89603
gradient_boosted_failure_active,1,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.78952
gradient_boosted_failure_active,1,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.78952
gradient_boosted_failure_active,1,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.78952
gradient_boosted_failure_active,1,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.78952
gradient_boosted_failure_active,1,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.78952
gradient_boosted_failure_active,1,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.01168
gradient_boosted_failure_active,1,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.01168
gradient_boosted_failure_active,1,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.01168
gradient_boosted_failure_active,1,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.01168
gradient_boosted_failure_active,1,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.01168
gradient_boosted_failure_active,1,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.78871
gradient_boosted_failure_active,1,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.78871
gradient_boosted_failure_active,1,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.78871
gradient_boosted_failure_active,1,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.78871
gradient_boosted_failure_active,1,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.78871
gradient_boosted_failure_active,1,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.52387
gradient_boosted_failure_active,1,rare_mechanism_combo,0.10,0.00000,0.00000,0.00000,0.00000,0.52387
gradient_boosted_failure_active,1,rare_mechanism_combo,0.15,0.05556,0.00000,0.00000,0.05556,0.52387
gradient_boosted_failure_active,1,rare_mechanism_combo,0.20,0.05556,0.00000,0.00000,0.05556,0.52387
gradient_boosted_failure_active,1,rare_mechanism_combo,0.30,0.05556,0.00000,0.00000,0.05556,0.52387
gradient_boosted_failure_active,1,rare_slip_failures,0.05,0.72222,0.00000,0.00000,0.72222,0.03953
gradient_boosted_failure_active,1,rare_slip_failures,0.10,1.00000,0.00000,0.00000,1.00000,0.03953
gradient_boosted_failure_active,1,rare_slip_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.03953
gradient_boosted_failure_active,1,rare_slip_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.03953
gradient_boosted_failure_active,1,rare_slip_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.03953
greedy_oracle_success_upper,1,actuator_limit_failures,0.05,0.66667,0.00000,0.00000,0.66667,0.05777
greedy_oracle_success_upper,1,actuator_limit_failures,0.10,0.94444,0.00000,0.00000,0.94444,0.05777
greedy_oracle_success_upper,1,actuator_limit_failures,0.15,1.00000,0.00000,0.00000,1.00000,0.05777
greedy_oracle_success_upper,1,actuator_limit_failures,0.20,1.00000,0.00000,0.00000,1.00000,0.05777
greedy_oracle_success_upper,1,actuator_limit_failures,0.30,1.00000,0.00000,0.00000,1.00000,0.05777
greedy_oracle_success_upper,1,combined_tail_stress,0.05,0.00000,0.00000,0.00000,0.00000,0.48935
greedy_oracle_success_upper,1,combined_tail_stress,0.10,0.00000,0.00000,0.00000,0.00000,0.48935
greedy_oracle_success_upper,1,combined_tail_stress,0.15,0.00000,0.00000,0.00000,0.00000,0.48935
greedy_oracle_success_upper,1,combined_tail_stress,0.20,0.05556,0.00000,0.00000,0.05556,0.48935
greedy_oracle_success_upper,1,combined_tail_stress,0.30,0.11111,0.00000,0.00000,0.11111,0.48935
greedy_oracle_success_upper,1,compound_sensor_actuator_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.22499
greedy_oracle_success_upper,1,compound_sensor_actuator_shift,0.10,0.05556,0.05556,0.05556,0.11111,0.22499
greedy_oracle_success_upper,1,compound_sensor_actuator_shift,0.15,0.22222,0.11111,0.11111,0.33333,0.22499
greedy_oracle_success_upper,1,compound_sensor_actuator_shift,0.20,0.38889,0.11111,0.11111,0.50000,0.22499
greedy_oracle_success_upper,1,compound_sensor_actuator_shift,0.30,0.61111,0.16667,0.16667,0.77778,0.22499
greedy_oracle_success_upper,1,fixture_geometry_shift,0.05,0.00000,0.00000,0.00000,0.00000,0.89689
greedy_oracle_success_upper,1,fixture_geometry_shift,0.10,0.00000,0.00000,0.00000,0.00000,0.89689
greedy_oracle_success_upper,1,fixture_geometry_shift,0.15,0.00000,0.00000,0.00000,0.00000,0.89689
greedy_oracle_success_upper,1,fixture_geometry_shift,0.20,0.00000,0.00000,0.00000,0.00000,0.89689
greedy_oracle_success_upper,1,fixture_geometry_shift,0.30,0.00000,0.00000,0.00000,0.00000,0.89689
greedy_oracle_success_upper,1,jammed_fixture_failures,0.05,0.00000,0.00000,0.00000,0.00000,0.77281
greedy_oracle_success_upper,1,jammed_fixture_failures,0.10,0.00000,0.00000,0.00000,0.00000,0.77281
greedy_oracle_success_upper,1,jammed_fixture_failures,0.15,0.00000,0.00000,0.00000,0.00000,0.77281
greedy_oracle_success_upper,1,jammed_fixture_failures,0.20,0.00000,0.00000,0.00000,0.00000,0.77281
greedy_oracle_success_upper,1,jammed_fixture_failures,0.30,0.00000,0.00000,0.00000,0.00000,0.77281
greedy_oracle_success_upper,1,nominal_task_balance,0.05,1.00000,0.00000,0.00000,1.00000,0.01420
greedy_oracle_success_upper,1,nominal_task_balance,0.10,1.00000,0.00000,0.00000,1.00000,0.01420
greedy_oracle_success_upper,1,nominal_task_balance,0.15,1.00000,0.00000,0.00000,1.00000,0.01420
greedy_oracle_success_upper,1,nominal_task_balance,0.20,1.00000,0.00000,0.00000,1.00000,0.01420
greedy_oracle_success_upper,1,nominal_task_balance,0.30,1.00000,0.00000,0.00000,1.00000,0.01420
greedy_oracle_success_upper,1,out_of_distribution_tail,0.05,0.00000,0.00000,0.00000,0.00000,0.75090
greedy_oracle_success_upper,1,out_of_distribution_tail,0.10,0.00000,0.00000,0.00000,0.00000,0.75090
greedy_oracle_success_upper,1,out_of_distribution_tail,0.15,0.00000,0.00000,0.00000,0.00000,0.75090
greedy_oracle_success_upper,1,out_of_distribution_tail,0.20,0.00000,0.00000,0.00000,0.00000,0.75090
greedy_oracle_success_upper,1,out_of_distribution_tail,0.30,0.00000,0.00000,0.00000,0.00000,0.75090
greedy_oracle_success_upper,1,rare_mechanism_combo,0.05,0.00000,0.00000,0.00000,0.00000,0.59005
greedy_oracle_success_upper,1,rare_mechanism_combo,0.10,0.00000,0.00000,0.00000,0.00000,0.59005
greedy_oracle_success_upper,1,rare_mechanism_combo,0.15,0.00000,0.00000,0.00000,0.00000,0.59005
