method,seed,round,split,selected_examples,failure_coverage,robust_success,failure_macro_f1,rare_failure_recall,tail_risk,calibration_error,safety_violation_rate
failure_stratified_v5_no_mechanism_deficit,4,5,combined_tail_stress,1152,1.00000,0.72222,0.34679,0.60474,0.27778,0.21395,0.11111
failure_stratified_v5_no_rare_reweighting,4,0,combined_tail_stress,972,0.87500,0.72222,0.36741,0.62015,0.27778,0.17230,0.11111
failure_stratified_v5_no_rare_reweighting,4,1,combined_tail_stress,1008,0.87500,0.72222,0.35400,0.59052,0.27778,0.17142,0.11111
failure_stratified_v5_no_rare_reweighting,4,2,combined_tail_stress,1044,0.87500,0.72222,0.35459,0.61052,0.27778,0.16780,0.11111
failure_stratified_v5_no_rare_reweighting,4,3,combined_tail_stress,1080,1.00000,0.72222,0.35341,0.59511,0.27778,0.17104,0.11111
failure_stratified_v5_no_rare_reweighting,4,4,combined_tail_stress,1116,1.00000,0.72222,0.34280,0.56711,0.27778,0.18397,0.11111
failure_stratified_v5_no_rare_reweighting,4,5,combined_tail_stress,1152,1.00000,0.72222,0.34256,0.59452,0.27778,0.17348,0.11111
failure_stratified_v5_no_tail_risk,4,0,combined_tail_stress,972,0.87500,0.72222,0.36741,0.62015,0.27778,0.17230,0.11111
failure_stratified_v5_no_tail_risk,4,1,combined_tail_stress,1008,1.00000,0.72222,0.35028,0.61215,0.27778,0.17122,0.11111
failure_stratified_v5_no_tail_risk,4,2,combined_tail_stress,1044,1.00000,0.72222,0.35138,0.61156,0.27778,0.18364,0.11111
failure_stratified_v5_no_tail_risk,4,3,combined_tail_stress,1080,1.00000,0.72222,0.35534,0.61956,0.27778,0.17050,0.11111
failure_stratified_v5_no_tail_risk,4,4,combined_tail_stress,1116,1.00000,0.72222,0.34996,0.61956,0.27778,0.18442,0.11111
failure_stratified_v5_no_tail_risk,4,5,combined_tail_stress,1152,1.00000,0.72222,0.35768,0.61215,0.27778,0.17061,0.11111
failure_stratified_v5_no_calibration_term,4,0,combined_tail_stress,972,0.87500,0.72222,0.36741,0.62015,0.27778,0.17230,0.11111
failure_stratified_v5_no_calibration_term,4,1,combined_tail_stress,1008,0.87500,0.72222,0.35574,0.59793,0.27778,0.17446,0.11111
failure_stratified_v5_no_calibration_term,4,2,combined_tail_stress,1044,1.00000,0.72222,0.35441,0.59052,0.27778,0.18641,0.11111
failure_stratified_v5_no_calibration_term,4,3,combined_tail_stress,1080,1.00000,0.72222,0.35114,0.58193,0.27778,0.17830,0.11111
failure_stratified_v5_no_calibration_term,4,4,combined_tail_stress,1116,1.00000,0.72222,0.34742,0.59674,0.27778,0.17518,0.11111
failure_stratified_v5_no_calibration_term,4,5,combined_tail_stress,1152,1.00000,0.72222,0.34676,0.59674,0.27778,0.17426,0.11111
failure_stratified_v5_no_diversity_penalty,4,0,combined_tail_stress,972,0.87500,0.72222,0.36741,0.62015,0.27778,0.17230,0.11111
failure_stratified_v5_no_diversity_penalty,4,1,combined_tail_stress,1008,0.87500,0.72222,0.35786,0.59052,0.27778,0.16869,0.11111
failure_stratified_v5_no_diversity_penalty,4,2,combined_tail_stress,1044,0.87500,0.72222,0.34977,0.58252,0.27778,0.18358,0.11111
failure_stratified_v5_no_diversity_penalty,4,3,combined_tail_stress,1080,0.87500,0.72222,0.35011,0.57511,0.27778,0.18484,0.11111
failure_stratified_v5_no_diversity_penalty,4,4,combined_tail_stress,1116,0.87500,0.72222,0.34772,0.58252,0.27778,0.18870,0.11111
failure_stratified_v5_no_diversity_penalty,4,5,combined_tail_stress,1152,0.87500,0.72222,0.33926,0.56711,0.27778,0.20521,0.11111
failure_stratified_v5_no_trace_features,4,0,combined_tail_stress,972,0.87500,0.72222,0.36741,0.62015,0.27778,0.17230,0.11111
failure_stratified_v5_no_trace_features,4,1,combined_tail_stress,1008,0.87500,0.72222,0.35252,0.59052,0.27778,0.17453,0.11111
failure_stratified_v5_no_trace_features,4,2,combined_tail_stress,1044,0.87500,0.72222,0.35032,0.58993,0.27778,0.19058,0.11111
failure_stratified_v5_no_trace_features,4,3,combined_tail_stress,1080,0.87500,0.72222,0.34812,0.58993,0.27778,0.19007,0.11111
failure_stratified_v5_no_trace_features,4,4,combined_tail_stress,1116,0.87500,0.72222,0.34734,0.58252,0.27778,0.19941,0.11111
failure_stratified_v5_no_trace_features,4,5,combined_tail_stress,1152,0.87500,0.72222,0.34484,0.58252,0.27778,0.18579,0.11111
failure_stratified_v5_old_score,4,0,combined_tail_stress,972,0.87500,0.72222,0.36741,0.62015,0.27778,0.17230,0.11111
failure_stratified_v5_old_score,4,1,combined_tail_stress,1008,0.87500,0.72222,0.34720,0.58252,0.27778,0.17594,0.11111
failure_stratified_v5_old_score,4,2,combined_tail_stress,1044,0.87500,0.72222,0.36076,0.62474,0.27778,0.18039,0.11111
failure_stratified_v5_old_score,4,3,combined_tail_stress,1080,0.87500,0.72222,0.34952,0.60252,0.27778,0.20471,0.11111
failure_stratified_v5_old_score,4,4,combined_tail_stress,1116,0.87500,0.72222,0.35468,0.59452,0.27778,0.18906,0.11111
failure_stratified_v5_old_score,4,5,combined_tail_stress,1152,0.87500,0.72222,0.35287,0.58711,0.27778,0.20262,0.11111
failure_stratified_v5_full,5,0,combined_tail_stress,972,0.87500,0.77778,0.28004,0.61333,0.22222,0.12387,0.00000
failure_stratified_v5_full,5,1,combined_tail_stress,1008,0.87500,0.77778,0.27357,0.58667,0.22222,0.12361,0.00000
failure_stratified_v5_full,5,2,combined_tail_stress,1044,1.00000,0.77778,0.27466,0.61333,0.22222,0.14498,0.00000
failure_stratified_v5_full,5,3,combined_tail_stress,1080,1.00000,0.77778,0.26644,0.61333,0.22222,0.14864,0.00000
failure_stratified_v5_full,5,4,combined_tail_stress,1116,1.00000,0.77778,0.26314,0.61333,0.22222,0.15005,0.00000
failure_stratified_v5_full,5,5,combined_tail_stress,1152,1.00000,0.77778,0.25952,0.61333,0.22222,0.14713,0.00000
failure_stratified_v5_no_mechanism_deficit,5,0,combined_tail_stress,972,0.87500,0.77778,0.28004,0.61333,0.22222,0.12387,0.00000
failure_stratified_v5_no_mechanism_deficit,5,1,combined_tail_stress,1008,1.00000,0.77778,0.27806,0.60000,0.22222,0.11684,0.00000
failure_stratified_v5_no_mechanism_deficit,5,2,combined_tail_stress,1044,1.00000,0.77778,0.26599,0.60000,0.22222,0.14625,0.00000
failure_stratified_v5_no_mechanism_deficit,5,3,combined_tail_stress,1080,1.00000,0.77778,0.26128,0.60000,0.22222,0.13280,0.00000
failure_stratified_v5_no_mechanism_deficit,5,4,combined_tail_stress,1116,1.00000,0.77778,0.26501,0.62000,0.22222,0.13813,0.00000
failure_stratified_v5_no_mechanism_deficit,5,5,combined_tail_stress,1152,1.00000,0.77778,0.25600,0.62667,0.22222,0.14467,0.00000
failure_stratified_v5_no_rare_reweighting,5,0,combined_tail_stress,972,0.87500,0.77778,0.28004,0.61333,0.22222,0.12387,0.00000
failure_stratified_v5_no_rare_reweighting,5,1,combined_tail_stress,1008,0.87500,0.77778,0.27653,0.61333,0.22222,0.12547,0.00000
failure_stratified_v5_no_rare_reweighting,5,2,combined_tail_stress,1044,0.87500,0.77778,0.26818,0.61333,0.22222,0.14227,0.00000
failure_stratified_v5_no_rare_reweighting,5,3,combined_tail_stress,1080,1.00000,0.77778,0.26531,0.61333,0.22222,0.13142,0.00000
failure_stratified_v5_no_rare_reweighting,5,4,combined_tail_stress,1116,1.00000,0.77778,0.25781,0.61333,0.22222,0.13983,0.00000
failure_stratified_v5_no_rare_reweighting,5,5,combined_tail_stress,1152,1.00000,0.77778,0.25465,0.61333,0.22222,0.14955,0.00000
failure_stratified_v5_no_tail_risk,5,0,combined_tail_stress,972,0.87500,0.77778,0.28004,0.61333,0.22222,0.12387,0.00000
failure_stratified_v5_no_tail_risk,5,1,combined_tail_stress,1008,1.00000,0.77778,0.26710,0.61333,0.22222,0.13579,0.00000
failure_stratified_v5_no_tail_risk,5,2,combined_tail_stress,1044,1.00000,0.77778,0.26799,0.60667,0.22222,0.15080,0.00000
failure_stratified_v5_no_tail_risk,5,3,combined_tail_stress,1080,1.00000,0.77778,0.27166,0.62000,0.22222,0.14933,0.00000
failure_stratified_v5_no_tail_risk,5,4,combined_tail_stress,1116,1.00000,0.77778,0.26657,0.60667,0.22222,0.15180,0.00000
failure_stratified_v5_no_tail_risk,5,5,combined_tail_stress,1152,1.00000,0.77778,0.26598,0.63333,0.22222,0.16644,0.00000
failure_stratified_v5_no_calibration_term,5,0,combined_tail_stress,972,0.87500,0.77778,0.28004,0.61333,0.22222,0.12387,0.00000
failure_stratified_v5_no_calibration_term,5,1,combined_tail_stress,1008,0.87500,0.77778,0.27357,0.58667,0.22222,0.12396,0.00000
failure_stratified_v5_no_calibration_term,5,2,combined_tail_stress,1044,1.00000,0.77778,0.27243,0.61333,0.22222,0.13149,0.00000
failure_stratified_v5_no_calibration_term,5,3,combined_tail_stress,1080,1.00000,0.77778,0.26712,0.61333,0.22222,0.14833,0.00000
failure_stratified_v5_no_calibration_term,5,4,combined_tail_stress,1116,1.00000,0.77778,0.26445,0.61333,0.22222,0.15058,0.00000
failure_stratified_v5_no_calibration_term,5,5,combined_tail_stress,1152,1.00000,0.77778,0.25905,0.61333,0.22222,0.14784,0.00000
failure_stratified_v5_no_diversity_penalty,5,0,combined_tail_stress,972,0.87500,0.77778,0.28004,0.61333,0.22222,0.12387,0.00000
failure_stratified_v5_no_diversity_penalty,5,1,combined_tail_stress,1008,0.87500,0.77778,0.27492,0.60000,0.22222,0.12497,0.00000
failure_stratified_v5_no_diversity_penalty,5,2,combined_tail_stress,1044,0.87500,0.77778,0.27487,0.60000,0.22222,0.11489,0.00000
failure_stratified_v5_no_diversity_penalty,5,3,combined_tail_stress,1080,0.87500,0.77778,0.26711,0.61333,0.22222,0.14271,0.00000
failure_stratified_v5_no_diversity_penalty,5,4,combined_tail_stress,1116,0.87500,0.77778,0.26192,0.61333,0.22222,0.14774,0.00000
failure_stratified_v5_no_diversity_penalty,5,5,combined_tail_stress,1152,0.87500,0.77778,0.25088,0.61333,0.22222,0.12859,0.00000
failure_stratified_v5_no_trace_features,5,0,combined_tail_stress,972,0.87500,0.77778,0.28004,0.61333,0.22222,0.12387,0.00000
failure_stratified_v5_no_trace_features,5,1,combined_tail_stress,1008,0.87500,0.77778,0.27720,0.62667,0.22222,0.12321,0.00000
failure_stratified_v5_no_trace_features,5,2,combined_tail_stress,1044,0.87500,0.77778,0.27243,0.61333,0.22222,0.12088,0.00000
failure_stratified_v5_no_trace_features,5,3,combined_tail_stress,1080,0.87500,0.77778,0.26571,0.61333,0.22222,0.14428,0.00000
failure_stratified_v5_no_trace_features,5,4,combined_tail_stress,1116,0.87500,0.77778,0.25993,0.62667,0.22222,0.13274,0.00000
failure_stratified_v5_no_trace_features,5,5,combined_tail_stress,1152,0.87500,0.77778,0.25138,0.62667,0.22222,0.14073,0.00000
failure_stratified_v5_old_score,5,0,combined_tail_stress,972,0.87500,0.77778,0.28004,0.61333,0.22222,0.12387,0.00000
failure_stratified_v5_old_score,5,1,combined_tail_stress,1008,0.87500,0.77778,0.27292,0.60000,0.22222,0.11870,0.00000
failure_stratified_v5_old_score,5,2,combined_tail_stress,1044,0.87500,0.77778,0.27054,0.61333,0.22222,0.12615,0.00000
failure_stratified_v5_old_score,5,3,combined_tail_stress,1080,0.87500,0.77778,0.26771,0.61333,0.22222,0.13181,0.00000
failure_stratified_v5_old_score,5,4,combined_tail_stress,1116,0.87500,0.77778,0.26104,0.61333,0.22222,0.14377,0.00000
failure_stratified_v5_old_score,5,5,combined_tail_stress,1152,0.87500,0.77778,0.25979,0.60000,0.22222,0.16106,0.00000
failure_stratified_v5_full,6,0,combined_tail_stress,972,0.87500,0.66667,0.35694,0.61750,0.33333,0.11925,0.11111
failure_stratified_v5_full,6,1,combined_tail_stress,1008,0.87500,0.66667,0.35220,0.60500,0.33333,0.12023,0.11111
failure_stratified_v5_full,6,2,combined_tail_stress,1044,0.87500,0.66667,0.35019,0.60500,0.33333,0.12510,0.11111
failure_stratified_v5_full,6,3,combined_tail_stress,1080,0.87500,0.66667,0.34874,0.60500,0.33333,0.12894,0.11111
failure_stratified_v5_full,6,4,combined_tail_stress,1116,0.87500,0.66667,0.34471,0.59250,0.33333,0.13068,0.11111
failure_stratified_v5_full,6,5,combined_tail_stress,1152,0.87500,0.66667,0.34286,0.59250,0.33333,0.13045,0.11111
failure_stratified_v5_no_mechanism_deficit,6,0,combined_tail_stress,972,0.87500,0.66667,0.35694,0.61750,0.33333,0.11925,0.11111
failure_stratified_v5_no_mechanism_deficit,6,1,combined_tail_stress,1008,0.87500,0.66667,0.35223,0.60500,0.33333,0.12151,0.11111
failure_stratified_v5_no_mechanism_deficit,6,2,combined_tail_stress,1044,0.87500,0.66667,0.35151,0.60500,0.33333,0.12216,0.11111
failure_stratified_v5_no_mechanism_deficit,6,3,combined_tail_stress,1080,0.87500,0.66667,0.35219,0.60500,0.33333,0.14001,0.11111
failure_stratified_v5_no_mechanism_deficit,6,4,combined_tail_stress,1116,0.87500,0.66667,0.35092,0.60500,0.33333,0.13190,0.11111
failure_stratified_v5_no_mechanism_deficit,6,5,combined_tail_stress,1152,0.87500,0.66667,0.35317,0.60500,0.33333,0.13003,0.11111
failure_stratified_v5_no_rare_reweighting,6,0,combined_tail_stress,972,0.87500,0.66667,0.35694,0.61750,0.33333,0.11925,0.11111
failure_stratified_v5_no_rare_reweighting,6,1,combined_tail_stress,1008,0.87500,0.66667,0.35085,0.60500,0.33333,0.12084,0.11111
failure_stratified_v5_no_rare_reweighting,6,2,combined_tail_stress,1044,0.87500,0.66667,0.35073,0.60500,0.33333,0.12416,0.11111
failure_stratified_v5_no_rare_reweighting,6,3,combined_tail_stress,1080,0.87500,0.66667,0.35100,0.60500,0.33333,0.12728,0.11111
failure_stratified_v5_no_rare_reweighting,6,4,combined_tail_stress,1116,0.87500,0.66667,0.34664,0.59250,0.33333,0.13277,0.11111
failure_stratified_v5_no_rare_reweighting,6,5,combined_tail_stress,1152,0.87500,0.66667,0.33707,0.59250,0.33333,0.14426,0.11111
failure_stratified_v5_no_tail_risk,6,0,combined_tail_stress,972,0.87500,0.66667,0.35694,0.61750,0.33333,0.11925,0.11111
failure_stratified_v5_no_tail_risk,6,1,combined_tail_stress,1008,0.87500,0.66667,0.35264,0.60500,0.33333,0.13404,0.11111
failure_stratified_v5_no_tail_risk,6,2,combined_tail_stress,1044,0.87500,0.66667,0.35649,0.60500,0.33333,0.13000,0.11111
failure_stratified_v5_no_tail_risk,6,3,combined_tail_stress,1080,0.87500,0.66667,0.35801,0.60500,0.33333,0.10771,0.11111
failure_stratified_v5_no_tail_risk,6,4,combined_tail_stress,1116,0.87500,0.66667,0.35726,0.59250,0.33333,0.09641,0.11111
failure_stratified_v5_no_tail_risk,6,5,combined_tail_stress,1152,0.87500,0.66667,0.36032,0.58000,0.33333,0.08720,0.11111
failure_stratified_v5_no_calibration_term,6,0,combined_tail_stress,972,0.87500,0.66667,0.35694,0.61750,0.33333,0.11925,0.11111
failure_stratified_v5_no_calibration_term,6,1,combined_tail_stress,1008,0.87500,0.66667,0.35220,0.60500,0.33333,0.11610,0.11111
failure_stratified_v5_no_calibration_term,6,2,combined_tail_stress,1044,0.87500,0.66667,0.35003,0.60500,0.33333,0.12288,0.11111
failure_stratified_v5_no_calibration_term,6,3,combined_tail_stress,1080,0.87500,0.66667,0.35063,0.60500,0.33333,0.12576,0.11111
failure_stratified_v5_no_calibration_term,6,4,combined_tail_stress,1116,0.87500,0.66667,0.34668,0.59250,0.33333,0.13229,0.11111
failure_stratified_v5_no_calibration_term,6,5,combined_tail_stress,1152,0.87500,0.66667,0.34084,0.58000,0.33333,0.13173,0.11111
failure_stratified_v5_no_diversity_penalty,6,0,combined_tail_stress,972,0.87500,0.66667,0.35694,0.61750,0.33333,0.11925,0.11111
failure_stratified_v5_no_diversity_penalty,6,1,combined_tail_stress,1008,0.87500,0.66667,0.35312,0.60500,0.33333,0.13098,0.11111
failure_stratified_v5_no_diversity_penalty,6,2,combined_tail_stress,1044,0.87500,0.66667,0.35055,0.60500,0.33333,0.12360,0.11111
failure_stratified_v5_no_diversity_penalty,6,3,combined_tail_stress,1080,0.87500,0.66667,0.34899,0.60500,0.33333,0.12610,0.11111
failure_stratified_v5_no_diversity_penalty,6,4,combined_tail_stress,1116,0.87500,0.66667,0.34385,0.59250,0.33333,0.11877,0.11111
failure_stratified_v5_no_diversity_penalty,6,5,combined_tail_stress,1152,0.87500,0.66667,0.34345,0.59250,0.33333,0.11799,0.11111
failure_stratified_v5_no_trace_features,6,0,combined_tail_stress,972,0.87500,0.66667,0.35694,0.61750,0.33333,0.11925,0.11111
failure_stratified_v5_no_trace_features,6,1,combined_tail_stress,1008,0.87500,0.66667,0.35220,0.60500,0.33333,0.12098,0.11111
failure_stratified_v5_no_trace_features,6,2,combined_tail_stress,1044,0.87500,0.66667,0.35285,0.60500,0.33333,0.11902,0.11111
failure_stratified_v5_no_trace_features,6,3,combined_tail_stress,1080,0.87500,0.66667,0.35327,0.60500,0.33333,0.11995,0.11111
failure_stratified_v5_no_trace_features,6,4,combined_tail_stress,1116,0.87500,0.66667,0.34990,0.60500,0.33333,0.13824,0.11111
failure_stratified_v5_no_trace_features,6,5,combined_tail_stress,1152,0.87500,0.66667,0.34835,0.60500,0.33333,0.14369,0.11111
failure_stratified_v5_old_score,6,0,combined_tail_stress,972,0.87500,0.66667,0.35694,0.61750,0.33333,0.11925,0.11111
failure_stratified_v5_old_score,6,1,combined_tail_stress,1008,0.87500,0.66667,0.35249,0.60500,0.33333,0.12029,0.11111
failure_stratified_v5_old_score,6,2,combined_tail_stress,1044,0.87500,0.66667,0.34749,0.60500,0.33333,0.12777,0.11111
failure_stratified_v5_old_score,6,3,combined_tail_stress,1080,0.87500,0.66667,0.35182,0.60500,0.33333,0.11822,0.11111
failure_stratified_v5_old_score,6,4,combined_tail_stress,1116,0.87500,0.66667,0.35258,0.60500,0.33333,0.11290,0.11111
failure_stratified_v5_old_score,6,5,combined_tail_stress,1152,0.87500,0.66667,0.35310,0.59250,0.33333,0.10152,0.11111
failure_stratified_v5_full,7,0,combined_tail_stress,972,0.87500,0.61111,0.33483,0.61610,0.38889,0.11879,0.27778
failure_stratified_v5_full,7,1,combined_tail_stress,1008,0.87500,0.61111,0.33194,0.58439,0.38889,0.13906,0.27778
failure_stratified_v5_full,7,2,combined_tail_stress,1044,0.87500,0.61111,0.33062,0.59308,0.38889,0.13666,0.27778
failure_stratified_v5_full,7,3,combined_tail_stress,1080,0.87500,0.61111,0.33028,0.60178,0.38889,0.12670,0.27778
failure_stratified_v5_full,7,4,combined_tail_stress,1116,0.87500,0.61111,0.32694,0.61354,0.38889,0.12564,0.27778
failure_stratified_v5_full,7,5,combined_tail_stress,1152,0.87500,0.61111,0.32563,0.61354,0.38889,0.12291,0.27778
failure_stratified_v5_no_mechanism_deficit,7,0,combined_tail_stress,972,0.87500,0.61111,0.33483,0.61610,0.38889,0.11879,0.27778
failure_stratified_v5_no_mechanism_deficit,7,1,combined_tail_stress,1008,0.87500,0.61111,0.32948,0.58439,0.38889,0.11143,0.27778
failure_stratified_v5_no_mechanism_deficit,7,2,combined_tail_stress,1044,0.87500,0.61111,0.33194,0.61917,0.38889,0.11357,0.27778
failure_stratified_v5_no_mechanism_deficit,7,3,combined_tail_stress,1080,1.00000,0.61111,0.33412,0.63093,0.38889,0.13745,0.27778
failure_stratified_v5_no_mechanism_deficit,7,4,combined_tail_stress,1116,1.00000,0.61111,0.33552,0.60485,0.38889,0.12911,0.27778
failure_stratified_v5_no_mechanism_deficit,7,5,combined_tail_stress,1152,1.00000,0.61111,0.33613,0.61354,0.38889,0.15004,0.27778
failure_stratified_v5_no_rare_reweighting,7,0,combined_tail_stress,972,0.87500,0.61111,0.33483,0.61610,0.38889,0.11879,0.27778
failure_stratified_v5_no_rare_reweighting,7,1,combined_tail_stress,1008,0.87500,0.61111,0.33309,0.60178,0.38889,0.11868,0.27778
failure_stratified_v5_no_rare_reweighting,7,2,combined_tail_stress,1044,0.87500,0.61111,0.32834,0.60178,0.38889,0.12781,0.27778
failure_stratified_v5_no_rare_reweighting,7,3,combined_tail_stress,1080,0.87500,0.61111,0.33327,0.60178,0.38889,0.11530,0.27778
failure_stratified_v5_no_rare_reweighting,7,4,combined_tail_stress,1116,0.87500,0.61111,0.33431,0.61354,0.38889,0.12779,0.27778
failure_stratified_v5_no_rare_reweighting,7,5,combined_tail_stress,1152,0.87500,0.61111,0.33253,0.61354,0.38889,0.12209,0.27778
failure_stratified_v5_no_tail_risk,7,0,combined_tail_stress,972,0.87500,0.61111,0.33483,0.61610,0.38889,0.11879,0.27778
failure_stratified_v5_no_tail_risk,7,1,combined_tail_stress,1008,0.87500,0.61111,0.33550,0.60740,0.38889,0.13008,0.27778
failure_stratified_v5_no_tail_risk,7,2,combined_tail_stress,1044,0.87500,0.61111,0.32816,0.59308,0.38889,0.13309,0.27778
failure_stratified_v5_no_tail_risk,7,3,combined_tail_stress,1080,1.00000,0.61111,0.33526,0.59308,0.38889,0.14023,0.27778
failure_stratified_v5_no_tail_risk,7,4,combined_tail_stress,1116,1.00000,0.61111,0.33398,0.58439,0.38889,0.13367,0.27778
failure_stratified_v5_no_tail_risk,7,5,combined_tail_stress,1152,1.00000,0.61111,0.33337,0.57569,0.38889,0.12802,0.27778
failure_stratified_v5_no_calibration_term,7,0,combined_tail_stress,972,0.87500,0.61111,0.33483,0.61610,0.38889,0.11879,0.27778
failure_stratified_v5_no_calibration_term,7,1,combined_tail_stress,1008,0.87500,0.61111,0.33233,0.58439,0.38889,0.13181,0.27778
failure_stratified_v5_no_calibration_term,7,2,combined_tail_stress,1044,0.87500,0.61111,0.33062,0.59308,0.38889,0.13036,0.27778
failure_stratified_v5_no_calibration_term,7,3,combined_tail_stress,1080,0.87500,0.61111,0.33266,0.61354,0.38889,0.12547,0.27778
failure_stratified_v5_no_calibration_term,7,4,combined_tail_stress,1116,0.87500,0.61111,0.32307,0.60178,0.38889,0.11530,0.27778
failure_stratified_v5_no_calibration_term,7,5,combined_tail_stress,1152,0.87500,0.61111,0.32702,0.60178,0.38889,0.11736,0.27778
failure_stratified_v5_no_diversity_penalty,7,0,combined_tail_stress,972,0.87500,0.61111,0.33483,0.61610,0.38889,0.11879,0.27778
failure_stratified_v5_no_diversity_penalty,7,1,combined_tail_stress,1008,0.87500,0.61111,0.34016,0.62786,0.38889,0.11419,0.27778
failure_stratified_v5_no_diversity_penalty,7,2,combined_tail_stress,1044,0.87500,0.61111,0.33587,0.63963,0.38889,0.13302,0.27778
failure_stratified_v5_no_diversity_penalty,7,3,combined_tail_stress,1080,0.87500,0.61111,0.33714,0.63963,0.38889,0.12790,0.27778
failure_stratified_v5_no_diversity_penalty,7,4,combined_tail_stress,1116,0.87500,0.61111,0.33101,0.63963,0.38889,0.14334,0.27778
failure_stratified_v5_no_diversity_penalty,7,5,combined_tail_stress,1152,0.87500,0.61111,0.33029,0.63093,0.38889,0.12991,0.27778
failure_stratified_v5_no_trace_features,7,0,combined_tail_stress,972,0.87500,0.61111,0.33483,0.61610,0.38889,0.11879,0.27778
failure_stratified_v5_no_trace_features,7,1,combined_tail_stress,1008,0.87500,0.61111,0.33832,0.62786,0.38889,0.13998,0.27778
failure_stratified_v5_no_trace_features,7,2,combined_tail_stress,1044,0.87500,0.61111,0.32988,0.61917,0.38889,0.13279,0.27778
failure_stratified_v5_no_trace_features,7,3,combined_tail_stress,1080,0.87500,0.61111,0.32967,0.61917,0.38889,0.12221,0.27778
failure_stratified_v5_no_trace_features,7,4,combined_tail_stress,1116,0.87500,0.61111,0.32752,0.63093,0.38889,0.14289,0.27778
failure_stratified_v5_no_trace_features,7,5,combined_tail_stress,1152,0.87500,0.61111,0.32039,0.61354,0.38889,0.13558,0.27778
failure_stratified_v5_old_score,7,0,combined_tail_stress,972,0.87500,0.61111,0.33483,0.61610,0.38889,0.11879,0.27778
failure_stratified_v5_old_score,7,1,combined_tail_stress,1008,0.87500,0.61111,0.33556,0.61610,0.38889,0.12365,0.27778
failure_stratified_v5_old_score,7,2,combined_tail_stress,1044,0.87500,0.61111,0.32922,0.58439,0.38889,0.13544,0.27778
failure_stratified_v5_old_score,7,3,combined_tail_stress,1080,0.87500,0.61111,0.32400,0.60178,0.38889,0.13741,0.27778
failure_stratified_v5_old_score,7,4,combined_tail_stress,1116,0.87500,0.61111,0.32877,0.59308,0.38889,0.13864,0.27778
failure_stratified_v5_old_score,7,5,combined_tail_stress,1152,0.87500,0.61111,0.32600,0.60178,0.38889,0.13689,0.27778
