method,seed,round,split,selected_examples,failure_coverage,robust_success,failure_macro_f1,rare_failure_recall,tail_risk,calibration_error,safety_violation_rate
failure_stratified_v5_no_trace_features,0,3,combined_tail_stress,1080,0.87500,0.55556,0.39533,0.56378,0.50000,0.13609,0.33333
failure_stratified_v5_no_trace_features,0,4,combined_tail_stress,1116,0.87500,0.55556,0.39386,0.56378,0.50000,0.12903,0.33333
failure_stratified_v5_no_trace_features,0,5,combined_tail_stress,1152,0.87500,0.55556,0.39743,0.56378,0.50000,0.11909,0.33333
failure_stratified_v5_old_score,0,0,combined_tail_stress,972,0.87500,0.55556,0.39607,0.56518,0.50000,0.12108,0.33333
failure_stratified_v5_old_score,0,1,combined_tail_stress,1008,0.87500,0.55556,0.39062,0.56378,0.50000,0.13213,0.33333
failure_stratified_v5_old_score,0,2,combined_tail_stress,1044,0.87500,0.55556,0.39779,0.56378,0.50000,0.13509,0.33333
failure_stratified_v5_old_score,0,3,combined_tail_stress,1080,0.87500,0.55556,0.39817,0.56378,0.50000,0.13159,0.33333
failure_stratified_v5_old_score,0,4,combined_tail_stress,1116,0.87500,0.55556,0.39935,0.56378,0.50000,0.09762,0.33333
failure_stratified_v5_old_score,0,5,combined_tail_stress,1152,0.87500,0.55556,0.40041,0.56378,0.50000,0.11445,0.33333
failure_stratified_v5_full,1,0,combined_tail_stress,972,0.87500,0.88889,0.30122,0.40962,0.11111,0.15047,0.00000
failure_stratified_v5_full,1,1,combined_tail_stress,1008,0.87500,0.88889,0.29854,0.40302,0.11111,0.14500,0.00000
failure_stratified_v5_full,1,2,combined_tail_stress,1044,0.87500,0.88889,0.28578,0.40302,0.11111,0.15800,0.00000
failure_stratified_v5_full,1,3,combined_tail_stress,1080,0.87500,0.88889,0.27835,0.40302,0.11111,0.16418,0.00000
failure_stratified_v5_full,1,4,combined_tail_stress,1116,0.87500,0.88889,0.27098,0.40412,0.11111,0.17563,0.00000
failure_stratified_v5_full,1,5,combined_tail_stress,1152,0.87500,0.88889,0.27133,0.42720,0.11111,0.17443,0.00000
failure_stratified_v5_no_mechanism_deficit,1,0,combined_tail_stress,972,0.87500,0.88889,0.30122,0.40962,0.11111,0.15047,0.00000
failure_stratified_v5_no_mechanism_deficit,1,1,combined_tail_stress,1008,0.87500,0.88889,0.28553,0.40192,0.11111,0.16432,0.00000
failure_stratified_v5_no_mechanism_deficit,1,2,combined_tail_stress,1044,0.87500,0.88889,0.28217,0.40302,0.11111,0.16737,0.00000
failure_stratified_v5_no_mechanism_deficit,1,3,combined_tail_stress,1080,0.87500,0.88889,0.27472,0.41071,0.11111,0.17402,0.00000
failure_stratified_v5_no_mechanism_deficit,1,4,combined_tail_stress,1116,0.87500,0.88889,0.28074,0.44918,0.11111,0.17184,0.00000
failure_stratified_v5_no_mechanism_deficit,1,5,combined_tail_stress,1152,0.87500,0.88889,0.27372,0.47115,0.11111,0.17708,0.00000
failure_stratified_v5_no_rare_reweighting,1,0,combined_tail_stress,972,0.87500,0.88889,0.30122,0.40962,0.11111,0.15047,0.00000
failure_stratified_v5_no_rare_reweighting,1,1,combined_tail_stress,1008,0.87500,0.88889,0.29455,0.39533,0.11111,0.14434,0.00000
failure_stratified_v5_no_rare_reweighting,1,2,combined_tail_stress,1044,0.87500,0.88889,0.28565,0.40302,0.11111,0.15040,0.00000
failure_stratified_v5_no_rare_reweighting,1,3,combined_tail_stress,1080,0.87500,0.88889,0.27587,0.38874,0.11111,0.15282,0.00000
failure_stratified_v5_no_rare_reweighting,1,4,combined_tail_stress,1116,0.87500,0.88889,0.27525,0.39643,0.11111,0.16575,0.00000
failure_stratified_v5_no_rare_reweighting,1,5,combined_tail_stress,1152,0.87500,0.88889,0.27543,0.42610,0.11111,0.18402,0.00000
failure_stratified_v5_no_tail_risk,1,0,combined_tail_stress,972,0.87500,0.88889,0.30122,0.40962,0.11111,0.15047,0.00000
failure_stratified_v5_no_tail_risk,1,1,combined_tail_stress,1008,0.87500,0.88889,0.29275,0.42500,0.11111,0.16203,0.00000
failure_stratified_v5_no_tail_risk,1,2,combined_tail_stress,1044,0.87500,0.88889,0.27716,0.43929,0.11111,0.18112,0.00000
failure_stratified_v5_no_tail_risk,1,3,combined_tail_stress,1080,0.87500,0.88889,0.27925,0.48544,0.11111,0.18980,0.00000
failure_stratified_v5_no_tail_risk,1,4,combined_tail_stress,1116,0.87500,0.88889,0.27677,0.47005,0.11111,0.18538,0.00000
failure_stratified_v5_no_tail_risk,1,5,combined_tail_stress,1152,0.87500,0.88889,0.27228,0.48544,0.11111,0.17890,0.00000
failure_stratified_v5_no_calibration_term,1,0,combined_tail_stress,972,0.87500,0.88889,0.30122,0.40962,0.11111,0.15047,0.00000
failure_stratified_v5_no_calibration_term,1,1,combined_tail_stress,1008,0.87500,0.88889,0.29854,0.40302,0.11111,0.14500,0.00000
failure_stratified_v5_no_calibration_term,1,2,combined_tail_stress,1044,0.87500,0.88889,0.27475,0.38874,0.11111,0.15698,0.00000
failure_stratified_v5_no_calibration_term,1,3,combined_tail_stress,1080,0.87500,0.88889,0.27163,0.38874,0.11111,0.16372,0.00000
failure_stratified_v5_no_calibration_term,1,4,combined_tail_stress,1116,0.87500,0.88889,0.27808,0.42720,0.11111,0.17059,0.00000
failure_stratified_v5_no_calibration_term,1,5,combined_tail_stress,1152,0.87500,0.88889,0.27362,0.42720,0.11111,0.17059,0.00000
failure_stratified_v5_no_diversity_penalty,1,0,combined_tail_stress,972,0.87500,0.88889,0.30122,0.40962,0.11111,0.15047,0.00000
failure_stratified_v5_no_diversity_penalty,1,1,combined_tail_stress,1008,0.87500,0.88889,0.28886,0.40302,0.11111,0.15390,0.00000
failure_stratified_v5_no_diversity_penalty,1,2,combined_tail_stress,1044,0.87500,0.88889,0.28118,0.40302,0.11111,0.16795,0.00000
failure_stratified_v5_no_diversity_penalty,1,3,combined_tail_stress,1080,0.87500,0.88889,0.27781,0.40302,0.11111,0.16883,0.00000
failure_stratified_v5_no_diversity_penalty,1,4,combined_tail_stress,1116,0.87500,0.88889,0.26365,0.38104,0.11111,0.17453,0.00000
failure_stratified_v5_no_diversity_penalty,1,5,combined_tail_stress,1152,0.87500,0.88889,0.26503,0.38874,0.11111,0.17564,0.00000
failure_stratified_v5_no_trace_features,1,0,combined_tail_stress,972,0.87500,0.88889,0.30122,0.40962,0.11111,0.15047,0.00000
failure_stratified_v5_no_trace_features,1,1,combined_tail_stress,1008,0.87500,0.88889,0.28901,0.40302,0.11111,0.15279,0.00000
failure_stratified_v5_no_trace_features,1,2,combined_tail_stress,1044,0.87500,0.88889,0.28384,0.40302,0.11111,0.16574,0.00000
failure_stratified_v5_no_trace_features,1,3,combined_tail_stress,1080,0.87500,0.88889,0.28307,0.41071,0.11111,0.18103,0.00000
failure_stratified_v5_no_trace_features,1,4,combined_tail_stress,1116,0.87500,0.88889,0.27255,0.40302,0.11111,0.18440,0.00000
failure_stratified_v5_no_trace_features,1,5,combined_tail_stress,1152,0.87500,0.88889,0.27684,0.41841,0.11111,0.18315,0.00000
failure_stratified_v5_old_score,1,0,combined_tail_stress,972,0.87500,0.88889,0.30122,0.40962,0.11111,0.15047,0.00000
failure_stratified_v5_old_score,1,1,combined_tail_stress,1008,0.87500,0.88889,0.29129,0.40192,0.11111,0.16003,0.00000
failure_stratified_v5_old_score,1,2,combined_tail_stress,1044,0.87500,0.88889,0.27572,0.38764,0.11111,0.16936,0.00000
failure_stratified_v5_old_score,1,3,combined_tail_stress,1080,0.87500,0.88889,0.27200,0.42500,0.11111,0.18346,0.00000
failure_stratified_v5_old_score,1,4,combined_tail_stress,1116,0.87500,0.88889,0.27795,0.45577,0.11111,0.18109,0.00000
failure_stratified_v5_old_score,1,5,combined_tail_stress,1152,0.87500,0.88889,0.27691,0.45577,0.11111,0.18387,0.00000
failure_stratified_v5_full,2,0,combined_tail_stress,972,0.87500,0.55556,0.36915,0.63349,0.44444,0.08125,0.27778
failure_stratified_v5_full,2,1,combined_tail_stress,1008,0.87500,0.55556,0.36914,0.63349,0.44444,0.07314,0.27778
failure_stratified_v5_full,2,2,combined_tail_stress,1044,1.00000,0.55556,0.35608,0.60622,0.44444,0.10407,0.27778
failure_stratified_v5_full,2,3,combined_tail_stress,1080,1.00000,0.55556,0.36303,0.60478,0.44444,0.06845,0.27778
failure_stratified_v5_full,2,4,combined_tail_stress,1116,1.00000,0.55556,0.37015,0.62297,0.44444,0.08615,0.27778
failure_stratified_v5_full,2,5,combined_tail_stress,1152,1.00000,0.55556,0.36186,0.61388,0.44444,0.11629,0.27778
failure_stratified_v5_no_mechanism_deficit,2,0,combined_tail_stress,972,0.87500,0.55556,0.36915,0.63349,0.44444,0.08125,0.27778
failure_stratified_v5_no_mechanism_deficit,2,1,combined_tail_stress,1008,1.00000,0.55556,0.37083,0.65311,0.44444,0.10117,0.27778
failure_stratified_v5_no_mechanism_deficit,2,2,combined_tail_stress,1044,1.00000,0.55556,0.37512,0.64258,0.44444,0.10923,0.27778
failure_stratified_v5_no_mechanism_deficit,2,3,combined_tail_stress,1080,1.00000,0.55556,0.37320,0.65167,0.44444,0.07723,0.27778
failure_stratified_v5_no_mechanism_deficit,2,4,combined_tail_stress,1116,1.00000,0.55556,0.36416,0.64258,0.44444,0.08834,0.27778
failure_stratified_v5_no_mechanism_deficit,2,5,combined_tail_stress,1152,1.00000,0.55556,0.36205,0.64258,0.44444,0.10530,0.27778
failure_stratified_v5_no_rare_reweighting,2,0,combined_tail_stress,972,0.87500,0.55556,0.36915,0.63349,0.44444,0.08125,0.27778
failure_stratified_v5_no_rare_reweighting,2,1,combined_tail_stress,1008,0.87500,0.55556,0.36220,0.63349,0.44444,0.08394,0.27778
failure_stratified_v5_no_rare_reweighting,2,2,combined_tail_stress,1044,0.87500,0.55556,0.35015,0.61531,0.44444,0.12797,0.27778
failure_stratified_v5_no_rare_reweighting,2,3,combined_tail_stress,1080,1.00000,0.55556,0.36283,0.64402,0.44444,0.08641,0.27778
failure_stratified_v5_no_rare_reweighting,2,4,combined_tail_stress,1116,1.00000,0.55556,0.36837,0.63206,0.44444,0.11026,0.27778
failure_stratified_v5_no_rare_reweighting,2,5,combined_tail_stress,1152,1.00000,0.55556,0.36591,0.63349,0.44444,0.13154,0.27778
failure_stratified_v5_no_tail_risk,2,0,combined_tail_stress,972,0.87500,0.55556,0.36915,0.63349,0.44444,0.08125,0.27778
failure_stratified_v5_no_tail_risk,2,1,combined_tail_stress,1008,1.00000,0.55556,0.37671,0.65311,0.44444,0.11343,0.27778
failure_stratified_v5_no_tail_risk,2,2,combined_tail_stress,1044,1.00000,0.55556,0.37355,0.64258,0.44444,0.10391,0.27778
failure_stratified_v5_no_tail_risk,2,3,combined_tail_stress,1080,1.00000,0.55556,0.37745,0.64258,0.44444,0.07720,0.27778
failure_stratified_v5_no_tail_risk,2,4,combined_tail_stress,1116,1.00000,0.55556,0.37841,0.62349,0.44444,0.04987,0.27778
failure_stratified_v5_no_tail_risk,2,5,combined_tail_stress,1152,1.00000,0.55556,0.38011,0.61349,0.44444,0.05642,0.27778
failure_stratified_v5_no_calibration_term,2,0,combined_tail_stress,972,0.87500,0.55556,0.36915,0.63349,0.44444,0.08125,0.27778
failure_stratified_v5_no_calibration_term,2,1,combined_tail_stress,1008,0.87500,0.55556,0.36914,0.63349,0.44444,0.07314,0.27778
failure_stratified_v5_no_calibration_term,2,2,combined_tail_stress,1044,1.00000,0.55556,0.35480,0.60622,0.44444,0.11336,0.27778
failure_stratified_v5_no_calibration_term,2,3,combined_tail_stress,1080,1.00000,0.55556,0.37031,0.62297,0.44444,0.09443,0.27778
failure_stratified_v5_no_calibration_term,2,4,combined_tail_stress,1116,1.00000,0.55556,0.36568,0.61388,0.44444,0.05699,0.27778
failure_stratified_v5_no_calibration_term,2,5,combined_tail_stress,1152,1.00000,0.55556,0.36535,0.63349,0.44444,0.07909,0.27778
failure_stratified_v5_no_diversity_penalty,2,0,combined_tail_stress,972,0.87500,0.55556,0.36915,0.63349,0.44444,0.08125,0.27778
failure_stratified_v5_no_diversity_penalty,2,1,combined_tail_stress,1008,0.87500,0.55556,0.36613,0.63349,0.44444,0.07235,0.27778
failure_stratified_v5_no_diversity_penalty,2,2,combined_tail_stress,1044,0.87500,0.55556,0.36197,0.62440,0.44444,0.08820,0.27778
failure_stratified_v5_no_diversity_penalty,2,3,combined_tail_stress,1080,0.87500,0.55556,0.36854,0.64258,0.44444,0.11607,0.27778
failure_stratified_v5_no_diversity_penalty,2,4,combined_tail_stress,1116,0.87500,0.55556,0.36487,0.63206,0.44444,0.10733,0.27778
failure_stratified_v5_no_diversity_penalty,2,5,combined_tail_stress,1152,0.87500,0.55556,0.36406,0.64258,0.44444,0.11215,0.27778
failure_stratified_v5_no_trace_features,2,0,combined_tail_stress,972,0.87500,0.55556,0.36915,0.63349,0.44444,0.08125,0.27778
failure_stratified_v5_no_trace_features,2,1,combined_tail_stress,1008,0.87500,0.55556,0.37132,0.64258,0.44444,0.10935,0.27778
failure_stratified_v5_no_trace_features,2,2,combined_tail_stress,1044,0.87500,0.55556,0.35468,0.61531,0.44444,0.09473,0.27778
failure_stratified_v5_no_trace_features,2,3,combined_tail_stress,1080,0.87500,0.55556,0.36458,0.62440,0.44444,0.10252,0.27778
failure_stratified_v5_no_trace_features,2,4,combined_tail_stress,1116,0.87500,0.55556,0.36233,0.64402,0.44444,0.12532,0.27778
failure_stratified_v5_no_trace_features,2,5,combined_tail_stress,1152,0.87500,0.55556,0.36126,0.64402,0.44444,0.10861,0.27778
failure_stratified_v5_old_score,2,0,combined_tail_stress,972,0.87500,0.55556,0.36915,0.63349,0.44444,0.08125,0.27778
failure_stratified_v5_old_score,2,1,combined_tail_stress,1008,0.87500,0.55556,0.36683,0.63349,0.44444,0.09262,0.27778
failure_stratified_v5_old_score,2,2,combined_tail_stress,1044,0.87500,0.55556,0.37398,0.64258,0.44444,0.07510,0.27778
failure_stratified_v5_old_score,2,3,combined_tail_stress,1080,0.87500,0.55556,0.37049,0.63349,0.44444,0.07806,0.27778
failure_stratified_v5_old_score,2,4,combined_tail_stress,1116,0.87500,0.55556,0.37019,0.63349,0.44444,0.07477,0.27778
failure_stratified_v5_old_score,2,5,combined_tail_stress,1152,1.00000,0.55556,0.36675,0.62440,0.44444,0.06284,0.27778
failure_stratified_v5_full,3,0,combined_tail_stress,972,0.87500,0.77778,0.28976,0.60250,0.22222,0.06239,0.00000
failure_stratified_v5_full,3,1,combined_tail_stress,1008,0.87500,0.77778,0.29456,0.60250,0.22222,0.06996,0.00000
failure_stratified_v5_full,3,2,combined_tail_stress,1044,0.87500,0.77778,0.27253,0.57583,0.22222,0.06212,0.00000
failure_stratified_v5_full,3,3,combined_tail_stress,1080,0.87500,0.77778,0.27253,0.57583,0.22222,0.09409,0.00000
failure_stratified_v5_full,3,4,combined_tail_stress,1116,0.87500,0.77778,0.26574,0.57583,0.22222,0.09148,0.00000
failure_stratified_v5_full,3,5,combined_tail_stress,1152,0.87500,0.77778,0.26783,0.57583,0.22222,0.07373,0.00000
failure_stratified_v5_no_mechanism_deficit,3,0,combined_tail_stress,972,0.87500,0.77778,0.28976,0.60250,0.22222,0.06239,0.00000
failure_stratified_v5_no_mechanism_deficit,3,1,combined_tail_stress,1008,0.87500,0.77778,0.28954,0.60250,0.22222,0.08112,0.00000
failure_stratified_v5_no_mechanism_deficit,3,2,combined_tail_stress,1044,0.87500,0.77778,0.28837,0.60250,0.22222,0.10635,0.00000
failure_stratified_v5_no_mechanism_deficit,3,3,combined_tail_stress,1080,0.87500,0.77778,0.28552,0.60250,0.22222,0.08237,0.00000
failure_stratified_v5_no_mechanism_deficit,3,4,combined_tail_stress,1116,0.87500,0.77778,0.27302,0.58917,0.22222,0.08177,0.00000
failure_stratified_v5_no_mechanism_deficit,3,5,combined_tail_stress,1152,0.87500,0.77778,0.27759,0.58917,0.22222,0.07280,0.00000
failure_stratified_v5_no_rare_reweighting,3,0,combined_tail_stress,972,0.87500,0.77778,0.28976,0.60250,0.22222,0.06239,0.00000
failure_stratified_v5_no_rare_reweighting,3,1,combined_tail_stress,1008,0.87500,0.77778,0.27417,0.57583,0.22222,0.05876,0.00000
failure_stratified_v5_no_rare_reweighting,3,2,combined_tail_stress,1044,0.87500,0.77778,0.27290,0.57583,0.22222,0.06649,0.00000
failure_stratified_v5_no_rare_reweighting,3,3,combined_tail_stress,1080,0.87500,0.77778,0.27175,0.57583,0.22222,0.06680,0.00000
failure_stratified_v5_no_rare_reweighting,3,4,combined_tail_stress,1116,0.87500,0.77778,0.26702,0.57583,0.22222,0.06577,0.00000
failure_stratified_v5_no_rare_reweighting,3,5,combined_tail_stress,1152,0.87500,0.77778,0.26815,0.57583,0.22222,0.06064,0.00000
failure_stratified_v5_no_tail_risk,3,0,combined_tail_stress,972,0.87500,0.77778,0.28976,0.60250,0.22222,0.06239,0.00000
failure_stratified_v5_no_tail_risk,3,1,combined_tail_stress,1008,0.87500,0.77778,0.29018,0.61500,0.22222,0.10654,0.00000
failure_stratified_v5_no_tail_risk,3,2,combined_tail_stress,1044,0.87500,0.77778,0.30022,0.62833,0.22222,0.10943,0.00000
failure_stratified_v5_no_tail_risk,3,3,combined_tail_stress,1080,0.87500,0.77778,0.30075,0.61583,0.22222,0.08875,0.00000
failure_stratified_v5_no_tail_risk,3,4,combined_tail_stress,1116,1.00000,0.77778,0.31426,0.64167,0.22222,0.08474,0.00000
failure_stratified_v5_no_tail_risk,3,5,combined_tail_stress,1152,1.00000,0.77778,0.33266,0.65500,0.22222,0.07631,0.00000
failure_stratified_v5_no_calibration_term,3,0,combined_tail_stress,972,0.87500,0.77778,0.28976,0.60250,0.22222,0.06239,0.00000
failure_stratified_v5_no_calibration_term,3,1,combined_tail_stress,1008,0.87500,0.77778,0.27545,0.57583,0.22222,0.07492,0.00000
failure_stratified_v5_no_calibration_term,3,2,combined_tail_stress,1044,0.87500,0.77778,0.27382,0.57583,0.22222,0.09104,0.00000
failure_stratified_v5_no_calibration_term,3,3,combined_tail_stress,1080,0.87500,0.77778,0.26789,0.57583,0.22222,0.08507,0.00000
failure_stratified_v5_no_calibration_term,3,4,combined_tail_stress,1116,0.87500,0.77778,0.26501,0.57583,0.22222,0.08956,0.00000
failure_stratified_v5_no_calibration_term,3,5,combined_tail_stress,1152,0.87500,0.77778,0.26367,0.57583,0.22222,0.07543,0.00000
failure_stratified_v5_no_diversity_penalty,3,0,combined_tail_stress,972,0.87500,0.77778,0.28976,0.60250,0.22222,0.06239,0.00000
failure_stratified_v5_no_diversity_penalty,3,1,combined_tail_stress,1008,0.87500,0.77778,0.29065,0.60250,0.22222,0.06233,0.00000
failure_stratified_v5_no_diversity_penalty,3,2,combined_tail_stress,1044,0.87500,0.77778,0.28909,0.60250,0.22222,0.08106,0.00000
failure_stratified_v5_no_diversity_penalty,3,3,combined_tail_stress,1080,0.87500,0.77778,0.27393,0.58917,0.22222,0.06841,0.00000
failure_stratified_v5_no_diversity_penalty,3,4,combined_tail_stress,1116,0.87500,0.77778,0.27607,0.58917,0.22222,0.06945,0.00000
failure_stratified_v5_no_diversity_penalty,3,5,combined_tail_stress,1152,0.87500,0.77778,0.28213,0.58917,0.22222,0.07270,0.00000
failure_stratified_v5_no_trace_features,3,0,combined_tail_stress,972,0.87500,0.77778,0.28976,0.60250,0.22222,0.06239,0.00000
failure_stratified_v5_no_trace_features,3,1,combined_tail_stress,1008,0.87500,0.77778,0.29017,0.60250,0.22222,0.06198,0.00000
failure_stratified_v5_no_trace_features,3,2,combined_tail_stress,1044,0.87500,0.77778,0.28667,0.60250,0.22222,0.08388,0.00000
failure_stratified_v5_no_trace_features,3,3,combined_tail_stress,1080,0.87500,0.77778,0.28887,0.60250,0.22222,0.06408,0.00000
failure_stratified_v5_no_trace_features,3,4,combined_tail_stress,1116,0.87500,0.77778,0.27303,0.58917,0.22222,0.07170,0.00000
failure_stratified_v5_no_trace_features,3,5,combined_tail_stress,1152,0.87500,0.77778,0.27083,0.58917,0.22222,0.06969,0.00000
failure_stratified_v5_old_score,3,0,combined_tail_stress,972,0.87500,0.77778,0.28976,0.60250,0.22222,0.06239,0.00000
failure_stratified_v5_old_score,3,1,combined_tail_stress,1008,0.87500,0.77778,0.29444,0.60250,0.22222,0.06307,0.00000
failure_stratified_v5_old_score,3,2,combined_tail_stress,1044,0.87500,0.77778,0.29464,0.60250,0.22222,0.07622,0.00000
failure_stratified_v5_old_score,3,3,combined_tail_stress,1080,0.87500,0.77778,0.29355,0.60250,0.22222,0.08563,0.00000
failure_stratified_v5_old_score,3,4,combined_tail_stress,1116,0.87500,0.77778,0.29412,0.60250,0.22222,0.09763,0.00000
failure_stratified_v5_old_score,3,5,combined_tail_stress,1152,0.87500,0.77778,0.28386,0.58917,0.22222,0.07944,0.00000
failure_stratified_v5_full,4,0,combined_tail_stress,972,0.87500,0.72222,0.36741,0.62015,0.27778,0.17230,0.11111
failure_stratified_v5_full,4,1,combined_tail_stress,1008,0.87500,0.72222,0.35574,0.59793,0.27778,0.17446,0.11111
failure_stratified_v5_full,4,2,combined_tail_stress,1044,1.00000,0.72222,0.35477,0.59052,0.27778,0.18647,0.11111
failure_stratified_v5_full,4,3,combined_tail_stress,1080,1.00000,0.72222,0.35114,0.58193,0.27778,0.17828,0.11111
failure_stratified_v5_full,4,4,combined_tail_stress,1116,1.00000,0.72222,0.34742,0.59674,0.27778,0.18293,0.11111
failure_stratified_v5_full,4,5,combined_tail_stress,1152,1.00000,0.72222,0.34445,0.58933,0.27778,0.17417,0.11111
failure_stratified_v5_no_mechanism_deficit,4,0,combined_tail_stress,972,0.87500,0.72222,0.36741,0.62015,0.27778,0.17230,0.11111
failure_stratified_v5_no_mechanism_deficit,4,1,combined_tail_stress,1008,1.00000,0.72222,0.35376,0.62015,0.27778,0.16073,0.11111
failure_stratified_v5_no_mechanism_deficit,4,2,combined_tail_stress,1044,1.00000,0.72222,0.35266,0.61215,0.27778,0.21475,0.11111
failure_stratified_v5_no_mechanism_deficit,4,3,combined_tail_stress,1080,1.00000,0.72222,0.34606,0.60474,0.27778,0.19684,0.11111
failure_stratified_v5_no_mechanism_deficit,4,4,combined_tail_stress,1116,1.00000,0.72222,0.34612,0.60474,0.27778,0.22313,0.11111
